AthleteGUID,AthleteName,AthleteGender,Nationality
1159295,Dominik Kopeć,M         ,POL
1164521,Yumi Tanaka,W         ,JPN
1164507,Janee' Kassanavoid,W         ,USA
1164120,Annemarie Nissen,W         ,DEN
1163839,Aleksey Khudyakov,M         ,RUS
1163653,Hilary Kpatcha,W         ,FRA
1163311,Filip Pravdica,M         ,CRO
1162259,Chala Beyo,M         ,ETH
1260442,Dawid Wegner,M         ,POL
1239604,Cameron McEntyre,M         ,AUS
1132350,Rolands Štrobinders,M         ,LAT
1161073,Mohammed Obaid Al-Saadi,M         ,OMA
1160971,Kimberly García,W         ,PER
1160948,Andy Díaz Hernández,M         ,ITA
1160828,Amelia Campbell,W         ,GBR
1160744,Ian Kerr,M         ,BAH
1160354,Alex Hulley,W         ,AUS
1160187,Rilwan Alowonle,M         ,NGR
1160050,Yang Jiayu,W         ,CHN
1160027,Junelle Bromfield,W         ,JAM
1159942,Steven Bastien,M         ,USA
1151049,Wilma Murto,W         ,FIN
1150974,Huang Bokai,M         ,CHN
1159221,Shanti Veronica Pereira,W         ,SGP
1158696,Tony van Diepen,M         ,NED
1158684,Kate O'Connor,W         ,IRL
1159733,Ofonime Odiong,W         ,BRN
1159482,Rachel Dincoff,W         ,USA
1159467,Dmytro Nikitin,M         ,UKR
1159168,Mihaíl Anastasákis,M         ,GRE
1159151,Ronda Whyte,W         ,JAM
1159092,Tuğba Güvenç,W         ,TUR
1158897,Peter Bol,M         ,AUS
1158866,Martin Marković,M         ,CRO
1158708,Hannah Nuttall,W         ,GBR
1158583,Rantso Mokopane,M         ,RSA
1158454,Moroko Galefele,W         ,BOT
1158446,Victoria Hudson,W         ,AUT
1158315,Benjamin Kigen,M         ,KEN
1158279,Adrine Monagi,W         ,PNG
1158180,Hedda Hynne,W         ,NOR
1158147,Samuel Freire,M         ,CPV
1157989,Vanessa Clerveaux,W         ,HAI
1157956,Denzel Comenentia,M         ,NED
1157780,Jiří Sýkora,M         ,CZE
1157661,Kyron McMaster,M         ,IVB
1157589,Hilmar Örn Jónsson,M         ,ISL
1157587,Olivia Fotopoulou,W         ,CYP
1157538,Elise Vanderelst,W         ,BEL
1157403,Abubaker Haydar Abdalla,M         ,QAT
1157025,Roger Steen,M         ,USA
1156942,Chioma Onyekwere,W         ,NGR
1156703,Mayada Al-Sayad,W         ,PLE
1156574,Lyudmyla Olyanovska,W         ,UKR
1156327,Eléni-Klaoúdia Pólak,W         ,GRE
1156142,Aurelien Quinion,M         ,FRA
1156126,Isobel Batt-Doyle,W         ,AUS
1155906,Diego Aldo Pettorossi,M         ,ITA
1155731,Mason Ferlic,M         ,USA
1155655,Zurian Hechavarría,W         ,CUB
1161956,Andrea Purica,W         ,VEN
1161506,Julio César Salazar,M         ,MEX
1161505,Andrew Hudson,M         ,JAM
1161474,Naomi Van Den Broeck,W         ,BEL
1161416,Edose Ibadin,M         ,NGR
1161322,Alioune Sène,M         ,FRA
1161282,Kalle Berglund,M         ,SWE
1154970,Dave Kendziera,M         ,USA
1154953,Jemma Reekie,W         ,GBR
1154920,Jorge Ureña,M         ,ESP
1160786,Julie-Anne Staehli,W         ,CAN
1160502,Hailemariyam Amare,M         ,ETH
1160480,Alexander Mutiso,M         ,KEN
1160426,Wakana Kabasawa,W         ,JPN
1160037,Natalie Aranda,W         ,PAN
1160028,Andrew Epperson,M         ,USA
1159777,Rai Benjamin,M         ,USA
1158667,Baptiste Mischler,M         ,FRA
1158636,Alexsandro Melo,M         ,BRA
1158459,Aurele Vandeputte,M         ,BEL
1158437,Wellington Zaza,M         ,LBR
1158402,Luis Zayas,M         ,CUB
1158294,Ludvy Vaillant,M         ,FRA
1150966,Anete Sietiņa,W         ,LAT
1150629,Portia Bing,W         ,NZL
1150547,Stamatía Skarvélis,W         ,GRE
1150539,Adam Nowicki,M         ,POL
1150288,Lonah Chemtai Salpeter,W         ,ISR
1149979,Deborah Sananes,W         ,FRA
1157944,Justino Pedro Da Silva,M         ,BRA
1157890,Sophie Weißenberg,W         ,GER
1157785,Georgia Griffith,W         ,AUS
1149845,Farzaneh Fasihi,W         ,IRI
1149546,Belén Casetta,W         ,ARG
1148958,Madoka Nakano,W         ,JPN
1148925,U.K. Nilani Rathnayake,W         ,SRI
1148524,Joel Baden,M         ,AUS
1148275,Molly Grabill,W         ,USA
1148055,Brittany Crew,W         ,CAN
1147941,Giada Carmassi,W         ,ITA
1147674,Daisy Jepkemei,W         ,KAZ
1159925,Nubia Soares,W         ,BRA
1159908,Vitória Oliveira,W         ,POR
1159653,Tori Peeters,W         ,NZL
1159434,Milica Gardašević,W         ,SRB
1159685,Kristiina Halonen,W         ,FIN
1159533,Justin Kent,M         ,CAN
1158765,Irina Velihanova,W         ,TKM
1158755,Alin Alexandru Firfirica,M         ,ROU
1158539,Harrison Williams,M         ,USA
1157573,Mostafa Amer Hassan,M         ,EGY
1157539,Liz Clay,W         ,AUS
1157008,Mazen Al-Yassin,M         ,KSA
1156755,Elise Cranny,W         ,USA
1147607,Kyle Langford,M         ,GBR
1147230,Annesofie Hartmann Nielsen,W         ,NULL
1147195,Viktoriya Tkachuk,W         ,UKR
1146961,Tia Adana Belle,W         ,BAR
1146877,Sarah Atcho,W         ,SUI
1154644,Nicolasa Condorí,W         ,PER
1154479,Maria Żodzik,W         ,POL
1153653,Ala Zoghlami,M         ,ITA
1153566,Christine Bjelland Jensen,W         ,NOR
1153342,Maru Teferi,M         ,ISR
1153226,Kyle Greaux,M         ,TTO
1158423,Andrea Carolina Vargas,W         ,CRC
1158416,Reggie Jagers III,M         ,USA
1158414,Mar Juárez,W         ,ESP
1157905,Nabil Oussama,M         ,MAR
1157845,Noah Lyles,M         ,USA
1159234,Aaron Mallett,M         ,USA
1159199,Ryoichi Akamatsu,M         ,JPN
1159176,Marqueze Washington,M         ,USA
1158998,Salomé Kora,W         ,SUI
1158950,Ivan Zarco,M         ,HON
1158932,Valdó Szűcs,M         ,HUN
1158706,Lloydricia Cameron,W         ,JAM
1158639,Yang Chun-Han,M         ,TPE
1158616,Carina Viljoen,W         ,RSA
1158541,Vidar Johansson,M         ,SWE
1158429,Alex Beddoes,M         ,COK
1158381,Tobias Potye,M         ,GER
1158171,Woody Kincaid,M         ,USA
1157747,Félicien Muhitira,M         ,RWA
1157546,Rebecca Sartori,W         ,ITA
1156670,TJ Holmes,M         ,USA
1156581,Angela Castro,W         ,BOL
1156428,Kelsey Bruce,W         ,USA
1156178,Adam Thomas,M         ,GBR
1156161,Chen Kuei-Ju,M         ,TPE
1156145,Bence Halász,M         ,HUN
1146327,Angelica Moser,W         ,SUI
1146235,Taioh Kanai,M         ,JPN
1146228,Jessica Hull,W         ,AUS
1157479,Zouhair Talbi,M         ,MAR
1157428,Cecilia Tamayo,W         ,MEX
1157294,Aneta Konieczek,W         ,POL
1157179,Daniel Pintado,M         ,ECU
1157129,Liang Xiaojing,W         ,CHN
1153207,Eduardo Rodrigues,M         ,BRA
1152642,Reece Prescod,M         ,GBR
1152588,Rodrigo do Nascimento,M         ,BRA
1152505,Ihor Musiyenko,M         ,UKR
1152491,Kinsey Middleton,W         ,CAN
1152391,Ernest John Obiena,M         ,PHI
1152262,Mariela Luisa Real,W         ,MEX
1151964,Kaela Edwards,W         ,USA
1151253,Anežka Drahotová,W         ,CZE
1151143,Sandra Arenas,W         ,COL
1150750,Federica Del Buono,W         ,ITA
1150686,Sérgio Fernández,M         ,ESP
1150676,Luís Alberto Amezcua,M         ,ESP
1146202,Leul Gebrselassie,M         ,ETH
1146077,Artur Mastianica,M         ,LTU
1145108,Katrine Koch Jacobsen,W         ,NULL
1145041,Samuli Samuelsson,M         ,FIN
1159456,Michael Shuey,M         ,USA
1144881,Garrett Scantling,M         ,USA
1157695,Ellie Baker,W         ,GBR
1156044,Yemaneberhan Crippa,M         ,ITA
1155876,Soufiane El Bakkali,M         ,MAR
1156992,Ben Broeders,M         ,BEL
1156900,Mizuki Matsuda,W         ,JPN
1156658,Miguel Francis,M         ,GBR
1156576,Rino Goshima,W         ,JPN
1156335,Nikol Tabačková,W         ,CZE
1156299,John Alexander Castañeda,M         ,COL
1155540,María Fernanda Murillo,W         ,COL
1155499,Brannon Kidder,M         ,USA
1155472,Shoutarou Shiroyama,M         ,JPN
1156978,Nick Percy,M         ,GBR
1156950,Khishigsaikhan Galdabrakh,W         ,MGL
1156766,Ferguson Rotich,M         ,KEN
1156184,Ge Manqi,W         ,CHN
1156093,Amalie Hammild Iuel,W         ,NOR
1206963,Rohit Yadav,M         ,IND
1144772,Ivana Gallardo,W         ,CHI
1144181,Nick Miller,M         ,GBR
1143902,Isaac Kimeli,M         ,BEL
1150577,Anita Horvat,W         ,SLO
1150350,Lukáš Gdula,M         ,CZE
1150042,Syuusei Nomoto,M         ,JPN
1150009,Alena Trus,W         ,BLR
1150000,Gulshanoy Satarova,W         ,KGZ
1149924,Patrick Tiernan,M         ,AUS
1149642,Benjamin Lobo,M         ,DEN
1149471,Henry Smith,M         ,AUS
1149399,Lamont Marcell Jacobs,M         ,ITA
1155751,Stephen Kissa,M         ,UGA
1155504,Lázaro Martínez,M         ,CUB
1155453,Alice Mangione,W         ,ITA
1155318,Alicja Konieczek,W         ,POL
1155133,Ojie Edoburun,M         ,GBR
1154969,Barbara Oláh,W         ,HUN
1155464,Jaheel Hyde,M         ,JAM
1155062,Karin Strametz,W         ,AUT
1154887,Marc Reuther,M         ,GER
1154863,Tim Nowak,M         ,GER
1154854,Klaudia Kardasz,W         ,POL
1155932,Ronald Kwemoi,M         ,KEN
1155865,Alex Young,M         ,USA
1155840,Samory Fraga,M         ,BRA
1155730,Sophie Becker,W         ,IRL
1155688,Tobi Amusan,W         ,NGR
1143897,Elina Lampela,W         ,FIN
1143637,Mekdes Woldu,W         ,FRA
1143261,Reetta Hurske,W         ,FIN
1142725,Lawrence Okoye,M         ,GBR
1149079,Sade McCreath-Tardiel,W         ,CAN
1148828,Gabriele dos Santos,W         ,BRA
1148343,Valeriy Pronkin,M         ,RUS
1148244,Iryna Klymets,W         ,UKR
1154927,Luka Janežič,M         ,SLO
1154717,Fredrik Samuelsson,M         ,SWE
1154265,Alana Barber,W         ,NZL
1154257,Annika Fuchs,W         ,GER
1111266,Timothy Herman,M         ,BEL
1154013,Gabriel Bitan,M         ,ROU
1154000,Zoe Hobbs,W         ,NZL
1155515,Armando Machava Creve,M         ,MOZ
1155199,Lynna Irby-Jackson,W         ,USA
1155173,Ján Volko,M         ,SVK
1142139,Wang Chunyu,W         ,CHN
1141913,Jamal Al-Hayrani,M         ,QAT
1141680,María Belén Toimil,W         ,ESP
1141262,José Montaña,M         ,COL
1141097,Yao Jie,M         ,CHN
1141055,Pieter Braun,M         ,NED
1140738,Alexandros Poursanidis,M         ,CYP
1140585,Mokulube Makatise,W         ,LES
1140462,Ben Flanagan,M         ,CAN
1140326,Hagen Pohle,M         ,GER
1155072,Maria Isabel Pérez,W         ,ESP
1155055,Grant Fisher,M         ,USA
1154947,Gianna Woodruff,W         ,PAN
1139936,Rouguy Diallo,W         ,FRA
1139825,Robeilys Peinado,W         ,VEN
1139784,Revee Walcott-Nolan,W         ,GBR
1139501,Aleksandra Lisowska,W         ,POL
1139467,Ewa Swoboda,W         ,POL
1154694,Alex Amankwah,M         ,GHA
1154386,Riley Day,W         ,AUS
1154355,Jordan Gusman,M         ,MLT
1153986,Michaela Hrubá,W         ,CZE
1153920,Peres Jepchirchir,W         ,KEN
1153826,Amanal Petros,M         ,GER
1153726,Chase Jackson,W         ,USA
1153669,Gift Leotlela,M         ,RSA
1153823,Hannah Jones,W         ,AUS
1153747,Keiso Pedriks,M         ,EST
1153715,Gudaf Tsegay,W         ,ETH
1148004,Michał Haratyk,M         ,POL
1147979,Karsten Warholm,M         ,NOR
1153329,Kazuya Shiojiri,M         ,JPN
1153077,Sean McGorty,M         ,NULL
1152885,Eda Tuğsuz,W         ,TUR
1152592,Vashti Cunningham,W         ,USA
1152553,Nawal Meniker,W         ,FRA
1147960,Quach Thi Lan,W         ,VIE
1147803,Samuel Barata,M         ,POR
1147577,Cedric Dubler,M         ,AUS
1154586,Madeline Price,W         ,CAN
1154011,Jordan Scott,M         ,JAM
1153683,Steven Gardiner,M         ,BAH
1153625,Andrei Toader,M         ,ROU
1153344,Shuhei Ishikawa,M         ,JPN
1153118,Jacinta Beecher,W         ,AUS
1152258,Sayaka Sato,W         ,JPN
1152161,Khallifah Rosser,M         ,USA
1152026,David King,M         ,GBR
1151684,Johannes Motschmann,M         ,GER
1151334,Javianne Oliver,W         ,USA
1151332,Yevgeniy Korotovskiy,M         ,RUS
1151258,Kolothum Thodi Irfan,M         ,IND
1151250,Neil Gourley,M         ,GBR
1139441,Shadrack Kipchirchir,M         ,USA
1139381,Renelle Lamote,W         ,FRA
1139357,Auriol Dongmo,W         ,POR
1153142,Gloria Kite,W         ,KEN
1152449,Jānis Višķers,M         ,LAT
1152046,Divine Oduduru,M         ,NGR
1151677,Eliza McCartney,W         ,NZL
1151646,Zach Ziemek,M         ,USA
1117500,Andreas Hofmann,M         ,GER
1147392,Jarinter Mwasya,W         ,KEN
1147242,Kim Ji Hyang,W         ,PRK
1147051,Jessica Woodard,W         ,USA
1146664,Valarie Allman,W         ,USA
1146623,Fionnuala Ross,W         ,IRL
1146480,Jorge Armando Ruiz,M         ,COL
1146397,Anastasiya Kalamoyets,W         ,BLR
1145995,Andre De Grasse,M         ,CAN
1150980,Xaysa Anousone,M         ,LAO
1150947,Gatis Čakšs,M         ,LAT
1150821,Gina Lückenkemper,W         ,GER
1153093,Fabian Heinle,M         ,GER
1152848,Lorena Martin,W         ,ESP
1152563,Dimitriana Bezede,W         ,MDA
1152532,Solomon Simmons,M         ,USA
1152456,Adrianna Laskowska,W         ,POL
1152329,Roberta Groner,W         ,USA
1152324,Cole Walsh,M         ,USA
1139249,Marybeth Sant-Price,W         ,USA
1139181,Lucirio Antonio Garrido,M         ,VEN
1139030,Ibrahim Ezzaydouni,M         ,ESP
1138641,Tigist Gashaw,W         ,BRN
1138630,Natosha Rogers,W         ,USA
1138607,Caterina Granz,W         ,GER
1138121,Jonathan Bardotier,M         ,MRI
1137996,Shim Jong-Sub,M         ,KOR
1137804,Daryll Neita,W         ,GBR
1151186,Ese Brume,W         ,NGR
1151170,Matt Denny,M         ,AUS
1145920,Lorea Ibarzabal,W         ,ESP
1145539,Jake Wightman,M         ,GBR
1152215,Gaylord Silly,M         ,SEY
1152165,Carla Mendes,W         ,CPV
1151880,Sarah McDonald,W         ,GBR
1151862,Ryan Crouser,M         ,USA
1151647,Esther Conde-Turpin,W         ,FRA
1151544,Chidi Okezie,M         ,NGR
1151388,Alyona Lutkovskaya,W         ,RUS
1137704,Ischke Senekal,W         ,RSA
1137000,Gunta Vaičule,W         ,LAT
1150730,Mateus de Sá,M         ,BRA
1150613,Taliyah Brooks,W         ,USA
1150470,Mesud Pezer,M         ,BIH
1150045,Eleonora Vandi,W         ,ITA
1150035,Hussain Asim Al-Hizam,M         ,KSA
1149987,Osama Zoghlami,M         ,ITA
1150818,Jasmine Abrams,W         ,GUY
1150786,Rutger Koppelaar,M         ,NED
1150443,Matthew Hudson-Smith,M         ,GBR
1149976,Dylan Borlée,M         ,BEL
1151379,Angie Orjuela,W         ,COL
1151212,Vitor dos Santos,M         ,BRA
1150402,Gao Yang,W         ,CHN
1150315,Trayvon Bromell,M         ,USA
1149338,Andrés Arroyo,M         ,PUR
1149237,Anamaria Nesteriuc,W         ,ROU
1148505,Nikólaos Skarvélis,M         ,GRE
1148472,Sam Mattis,M         ,USA
1147860,Yassine Hathat,M         ,ALG
1145538,Sarah Lahti,W         ,SWE
1178650,Patriks Gailums,M         ,LAT
1203706,Pedro Henrique Rodrigues,M         ,BRA
1144977,Joao Capistrano M. Bussotti Neves Junior,M         ,ITA
1144845,Elisa Molinarolo,W         ,ITA
1147835,Emma Bates,W         ,USA
1147711,Harry Coppell,M         ,GBR
1147652,Megan Marrs,W         ,GBR
1147628,Chan Ming Tai,M         ,HKG
1147601,Ryo Sato,M         ,JPN
1147567,Hanna Lindholm,W         ,SWE
1147544,Maria Bernard,W         ,CAN
1147491,Cátia Azevedo,W         ,POR
1146548,Alysha Burnett,W         ,AUS
1146330,Susan Jeptoo,W         ,FRA
1144834,Jinson Johnson,M         ,IND
1144558,Courtney Frerichs,W         ,USA
1144344,Abbas Abubaker,M         ,BRN
1144151,Álvaro Martín,M         ,ESP
1143992,Salla Sipponen,W         ,FIN
1143941,Yanis David,W         ,FRA
1143583,Karolina Kołeczek,W         ,POL
1146173,Salim Keddar,M         ,ALG
1146056,Odile Ahouanwanou,W         ,BEN
1145988,Christina Hering,W         ,GER
1145889,Zharnel Hughes,M         ,GBR
1149827,Fahad Mohamed Al-Subaie,M         ,KSA
1149259,Xu Shuangshuang,W         ,CHN
1149110,Ricarda Lobe,W         ,GER
1149043,Serhiy Reheda,M         ,UKR
1148632,Eider Arévalo,M         ,COL
1148592,Lindsay Hanekom,M         ,RSA
1148199,Pedrya Seymour,W         ,BAH
1147490,Ricardo Dos Santos,M         ,POR
1147414,Marina Saito,W         ,JPN
1147379,Sigrid Borge,W         ,NOR
1147345,Taika Koilahti,W         ,FIN
1147096,Flavia de Lima,W         ,BRA
1136950,Menno Vloon,M         ,NED
1136266,Eiki Takahashi,M         ,JPN
1136249,Robin Vanderbemden,M         ,BEL
1136199,Hassane Fofana,M         ,ITA
1136073,Özlem Alici,W         ,TUR
1149782,Francine Niyonsaba,W         ,BDI
1149524,Lorenzo Perini,M         ,ITA
1149281,Susanne Gogl-Walli,W         ,AUT
1148695,Sam Kendricks,M         ,USA
1148570,Lea Meyer,W         ,GER
1143556,Sara Klein,W         ,AUS
1143374,Tsanko Arnaudov,M         ,POR
1143255,Ayman Ratova,W         ,KAZ
1142920,Abdessalem Ayouni,M         ,TUN
1142746,Tristan Schwandke,M         ,GER
1142411,Ivan Ivanov,M         ,KAZ
1142394,Milan Trajkovic,M         ,CYP
1145645,Shunya Takayama,M         ,JPN
1145486,Kentaro Sato,M         ,JPN
1135950,Rosie Clarke,W         ,GBR
1135565,Kumiko Okada,W         ,JPN
1135432,Andrew Evans,M         ,USA
1135396,Darya Reznichenko,W         ,UZB
1135390,Jacko Gill,M         ,NZL
1135295,Alex Rose,M         ,SAM
1134777,Volha Mazuronak,W         ,BLR
1134227,Leslie Sexton,W         ,CAN
1134103,Heta Tuuri,W         ,FIN
1134100,Sara Schou Kristensen,W         ,NULL
1133877,Carlos Nascimento,M         ,POR
1133693,Loreta Kančytė,W         ,LTU
1133516,Evelyn Aguilar,W         ,COL
1142387,Joonas Rinne,M         ,FIN
1142268,Eveliina Määttänen,W         ,FIN
1142260,Christine Botlogetswe,W         ,BOT
1142236,Ronald Musagala,M         ,UGA
1142211,Yulimar Rojas,W         ,VEN
1146861,Aiyanna Stiverne,W         ,CAN
1146845,Hendrik Pfeiffer,M         ,GER
1146637,Felipe Vinicius dos Santos,M         ,BRA
1146585,Thobias Montler,M         ,SWE
1148319,Adrijus Glebauskas,M         ,LTU
1148269,Joan Camilo Chaverra,M         ,COL
1148196,Axumawit Embaye,W         ,ETH
1147199,Marta Pérez,W         ,ESP
1146471,Ella Junnila,W         ,FIN
1146361,Gerald Drummond,M         ,CRC
1146292,Génesis Romero,W         ,VEN
1145977,Elizabeth Bird,W         ,GBR
1147110,Saul Ordóñez,M         ,ESP
1147026,Wang Jianan,M         ,CHN
1146942,Annie Kunz,W         ,USA
1145322,Izmir Smajlaj,M         ,ALB
1145203,Carolina Lozano,W         ,ARG
1144962,Jessie Knight,W         ,GBR
1144734,Woo Sang-Hyeok,M         ,KOR
1144541,Ashley Spencer,W         ,USA
1141919,Valdilene Silva,W         ,BRA
1141836,Jillian Weir,W         ,CAN
1141753,Stanley Kebenei,M         ,USA
1141635,Thea LaFond,W         ,DMA
1133407,Senni Salminen,W         ,FIN
1133357,Michal Desenský,M         ,CZE
1133200,Latario Collie-Minns,M         ,BAH
1133057,Evan Dunfee,M         ,CAN
1132932,Karol Zalewski,M         ,POL
1132738,Daniel Arce,M         ,ESP
1132505,Jasmine Todd,W         ,USA
1132237,Jill Holterman,W         ,NED
1132153,Valeriya Andreyeva,W         ,RUS
1131680,Rikenette Steenkamp,W         ,RSA
1145925,Félix Bour,M         ,FRA
1145869,Lisa Brix Pedersen,W         ,NULL
1145752,Shawn Rowe,M         ,JAM
1145516,Marie-Therese Obst,W         ,NOR
1145423,Maria Huntington,W         ,FIN
1145048,Sandeep Kumar Sangwan,M         ,IND
1144915,Daria Zabawska,W         ,POL
1131304,Martina Strähl,W         ,SUI
1131136,Wayde van Niekerk,M         ,RSA
1131008,Yuliya Chumachenko,W         ,UKR
1130633,Marcus Lawler,M         ,IRL
1130557,Quentin Rew,M         ,NZL
1130451,Sarah Carli,W         ,AUS
1144865,Joaquín Arbe,M         ,ARG
1144824,Jessica Turner,W         ,GBR
1144649,Róbert Szikszai,M         ,HUN
1144405,Andrenette Knight,W         ,JAM
1144387,Evelise Veiga,W         ,POR
1144273,Janek Õiglane,M         ,EST
1146819,Toni Kuusela,M         ,FIN
1130173,Sergey Shubenkov,M         ,RUS
1130125,Rebecca Cheptegei,W         ,UGA
1129474,Maggie Ewen,W         ,USA
1129446,Abdi Hakin Ulad,M         ,DEN
1129432,Sara Kolak,W         ,CRO
1129405,Amel Tuka,M         ,BIH
1146881,Stella Chesang,W         ,UGA
1146616,Arturo Deliser,M         ,PAN
1146383,Bolade Ajomale,M         ,CAN
1146129,Ama Pipi,W         ,GBR
1141317,Senbere Teferi,W         ,ETH
1141226,Mariko Morimoto,W         ,JPN
1140831,Loïc Gasch,M         ,SUI
1140616,Lenuta Simiuc,W         ,ROU
1140104,Oleg Zernikel,M         ,GER
1139949,Philip Milanov,M         ,BEL
1304532,Max Dehning,M         ,GER
1144248,Hikaru Ikehata,M         ,JPN
1144111,Jean-Marc Pontvianne,M         ,FRA
1129262,Lukas Weißhaidinger,M         ,AUT
1129181,Federico Bruno,M         ,ARG
1129155,Gloria Hooper,W         ,ITA
1129028,Sadam Koumi,M         ,SUD
1128937,Maruša Mišmaš-Zrimsek,W         ,SLO
1144349,Precious Mashele,M         ,RSA
1144075,Irene Cheptai,W         ,KEN
1143650,Jesús Arturo Esparza,M         ,MEX
1143608,Nina Savina,W         ,BLR
1143332,Filip Ingebrigtsen,M         ,NOR
1143266,Jereem Richards,M         ,TTO
1145964,Yelizaveta Tsareva,W         ,RUS
1131222,Thomas Röhler,M         ,GER
1162451,Shivpal Singh,M         ,IND
1145779,Lemawork Ketema,M         ,AUT
1145697,Hugues Fabrice Zango,M         ,BUR
1144071,Andrea Seccafien,W         ,CAN
1143795,Massimo Stano,M         ,ITA
1189098,Manu Quijera,M         ,ESP
1188678,Cyprian Mrzygłód,M         ,POL
1142682,Elena Andreea Taloș,W         ,ROU
1142649,Morgan Lake,W         ,GBR
1139713,José Márcio da Silva,M         ,BRA
1139578,Nadine Visser,W         ,NED
1139387,Verena Mayr,W         ,AUT
1128769,Marie Josée Ta Lou-Smith,W         ,CIV
1139247,Noor Vidts,W         ,BEL
1143204,Yin Jiaxing,M         ,CHN
1143191,Katharina Trost,W         ,GER
1142922,Grace Claxton,W         ,PUR
1142830,Serghei Marghiev,M         ,MDA
1142731,Lindsey Butterworth,W         ,CAN
1142721,Sarah Pagano,W         ,USA
1142547,Kevin Seaward,M         ,IRL
1142320,Mosinet Geremew,M         ,ETH
1142163,Rhydian Cowley,M         ,AUS
1142145,Djilali Bedrani,M         ,FRA
1141960,Xu Zhouzheng,M         ,CHN
1141887,Jarrion Lawson,M         ,USA
1145646,Silvan Wicki,M         ,SUI
1145304,Liang Rui,W         ,CHN
1145303,Bilal Tabti,M         ,ALG
1145170,Tigst Assefa,W         ,ETH
1144818,Roger V. Iribarne,M         ,CUB
1144449,Liadagmis Povea,W         ,CUB
1144377,Mohamed Hrezi,M         ,LBA
1144252,Ismael Debjani,M         ,BEL
1144090,Shakima Wimbley,W         ,USA
1141867,Nadia Power,W         ,IRL
1141842,Renée Eykens,W         ,BEL
1141809,Mayra Carolina Herrera,W         ,GUA
1141735,Andy Pozzi,M         ,GBR
1141692,Ieva Gumbs,W         ,LTU
1141601,Arialis Gandulla,W         ,POR
1140907,Luis Castro,M         ,PUR
1140272,Luz Mery Rojas,W         ,PER
1142618,Mako Fukube,W         ,JPN
1142382,Weldu Negash Gebretsadik,M         ,NOR
1142008,Thomas De Bock,M         ,BEL
1141648,Elmo Lakka,M         ,FIN
1141113,Zakhar Makhrosenka,M         ,BLR
1141047,Bob Bertemes,M         ,LUX
1140679,Nataliya Strebkova,W         ,UKR
1140637,Agnes Tirop,W         ,KEN
1138998,Angela Tenorio,W         ,ECU
1138908,Teresa Errandonea,W         ,ESP
1138864,Boniface Mweresa,M         ,KEN
1138748,Katie Burnett,W         ,USA
1137978,Alycia Butterworth,W         ,CAN
1137653,Muktar Edris,M         ,ETH
1137543,Zhang Xinyan,W         ,CHN
1137284,Helena Jiranová,W         ,CZE
1128704,Chen Yang,W         ,CHN
1128561,Aliyah Abrams,W         ,GUY
1128493,Alyona Shut,W         ,UKR
1128384,Mason Finley,M         ,USA
1128209,Aleksi Ojala,M         ,FIN
1127894,Francisco Belo,M         ,POR
1127886,Abraham Rotich,M         ,BRN
1127668,Sophie McKinna,W         ,GBR
1127602,Nina Chydenius,W         ,FIN
1127558,Johanna Bäcklund,W         ,SWE
1126003,Giovanni Galbieri,M         ,ITA
1125931,Alex Beck,M         ,AUS
1125212,Camille Laus,W         ,BEL
1125051,Kelsey-Lee Barber,W         ,AUS
1137059,Danijel Furtula,M         ,MNE
1136525,Solenn Compper,W         ,FRA
1136292,Emil Blomberg,M         ,SWE
1135773,Mohamed Belbachir,M         ,ALG
1135766,Liveta Jasiūnaitė,W         ,LTU
1135658,Piotr Lisek,M         ,POL
1139954,Zak Seddon,M         ,GBR
1139865,Nadzeya Darazhuk,W         ,BLR
1139770,Olivia Baker,W         ,USA
1139706,Caio Bonfim,M         ,BRA
1138884,Suseendran Archana,W         ,IND
1138518,Maryna Kylypko,W         ,UKR
1138450,Jessica Ramsey,W         ,USA
1138225,Alexie Alais,W         ,FRA
1137925,Yanique Thompson,W         ,JAM
1137789,Susanna Sullivan,W         ,USA
1137751,Carlos Díaz,M         ,CHI
1137716,Minami Yamanouchi,W         ,JPN
1137104,Geoffrey Kirui,M         ,KEN
1143898,Lucas Carvalho,M         ,BRA
1143890,Morgan Mitchell,W         ,AUS
1143825,Omar McLeod,M         ,JAM
1143667,Inna Loseva,W         ,UKR
1143658,Conseslus Kipruto,M         ,KEN
1143590,Almir dos Santos,M         ,BRA
1139237,Gina Bass,W         ,GAM
1143589,Ana Peleteiro-Compaoré,W         ,ESP
1143391,Vernon Norwood,M         ,USA
1143314,Rachel McCoy,W         ,USA
1143048,Chari Hawkins,W         ,USA
1124257,Diana Mezuliáníková,W         ,CZE
1124008,Georgi Tsonov,M         ,BUL
1123972,Christy Yiu Kit Ching,W         ,HKG
1123282,Wojciech Nowicki,M         ,POL
1123229,Livia Avancini,W         ,BRA
1123064,Síofra Cléirigh Büttner,W         ,IRL
1135654,Jordin Andrade,M         ,CPV
1134512,Malcolm Hicks,M         ,NZL
1134303,Alex Wright,M         ,IRL
1134161,Dzmitry Dziubin,M         ,BLR
1134118,Georgiy Sheiko,M         ,KAZ
1133658,Ihor Porozov,M         ,UKR
1133266,Olivier Irabaruta,M         ,BDI
1133131,Luo Na,W         ,CHN
1132813,Michelle Jenneke,W         ,AUS
1136962,Abdel-Kader Larrinaga,M         ,POR
1136739,Nataliia Krol,W         ,UKR
1155930,Kenji Ogura,M         ,JPN
1136310,Wang Kaihua,M         ,CHN
