AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind
1142731,81430,2464262,28/09/2019,800m,outdoor,120.74,seconds,4,Semi-finals,WC,Doha,1,NULL
1142731,126941,2832173,22/07/2022,800m,outdoor,121.39,seconds,7,Semi-finals,WC,Eugene OR,1,NULL
1142731,126941,2832152,21/07/2022,800m,outdoor,120.81,seconds,4,Heats,WC,Eugene OR,1,NULL
1142731,123073,2753791,19/03/2022,800m,indoor,121.99,seconds,4,Heats,WC,Beograd,1,NULL
1142731,123073,2754566,20/03/2022,800m,indoor,123.21,seconds,6,Finals,WC,Beograd,1,NULL
1142721,134640,2993946,01/10/2023,Half Marathon,outdoor,4297,seconds,29,Finals,WC,Rīga,1,NULL
1142547,112579,2700858,08/08/2021,Marathon,outdoor,8505,seconds,58,Finals,OG,Sapporo,1,NULL
1142547,112541,2659454,08/08/2021,Marathon,outdoor,8505,seconds,58,Finals,OG,Tokyo,1,NULL
1142320,81430,1043885,06/10/2019,Marathon,outdoor,7844,seconds,2,Finals,WC,Doha,1,NULL
1142320,126941,2830580,17/07/2022,Marathon,outdoor,7604,seconds,2,Finals,WC,Eugene OR,1,NULL
1142163,126941,2830558,15/07/2022,20km Walk,outdoor,5017,seconds,19,Finals,WC,Eugene OR,1,NULL
1142163,112579,2659360,06/08/2021,50km Walk,outdoor,13921,seconds,8,Finals,OG,Sapporo,1,NULL
1142163,142291,3146911,01/08/2024,20km Walk,outdoor,4804,seconds,12,Finals,OG,Paris,1,NULL
1142163,134418,2988050,19/08/2023,20km Walk,outdoor,4771,seconds,14,Finals,WC,Budapest,1,NULL
1142145,134418,2988002,19/08/2023,3000m Steeplechase,outdoor,500.69,seconds,7,Heats,WC,Budapest,1,NULL
1142145,112541,2657556,30/07/2021,3000m Steeplechase,outdoor,500.23,seconds,7,Heats,OG,Tokyo,1,NULL
1142145,81430,2423702,04/10/2019,3000m Steeplechase,outdoor,485.23,seconds,5,Finals,WC,Doha,1,NULL
1142145,81430,2456702,01/10/2019,3000m Steeplechase,outdoor,493.02,seconds,2,Heats,WC,Doha,1,NULL
1141960,81430,2462562,27/09/2019,100m,outdoor,10.35,seconds,1,Single race,WC,Doha,1,0.3
1141960,81430,2433335,27/09/2019,100m,outdoor,10.37,seconds,7,Heats,WC,Doha,1,-0.8
1141887,135095,3004411,02/03/2024,Long Jump,indoor,8.06,metres,5,Finals,WC,Glasgow,1,NULL
1141887,123073,2753713,18/03/2022,Long Jump,indoor,8.19,metres,4,Finals,WC,Beograd,1,NULL
1141887,134418,2988597,23/08/2023,Long Jump,outdoor,7.96,metres,16,Quarter-finals,WC,Budapest,1,0
1145646,112541,2658118,31/07/2021,100m,outdoor,10.28,seconds,6,Heats,OG,Tokyo,1,0.3
1145304,81430,2460400,29/09/2019,50km Walk,outdoor,15806,seconds,1,Finals,WC,Doha,1,NULL
1145303,81430,2456702,01/10/2019,3000m Steeplechase,outdoor,515.15,seconds,12,Heats,WC,Doha,1,NULL
1145303,142291,3147491,05/08/2024,3000m Steeplechase,outdoor,544.81,seconds,12,Heats,OG,Paris,1,NULL
1145303,126941,2830540,15/07/2022,3000m Steeplechase,outdoor,518.45,seconds,11,Heats,WC,Eugene OR,1,NULL
1145170,142291,3148762,11/08/2024,Marathon,outdoor,8578,seconds,2,Finals,OG,Paris,1,NULL
1144818,81430,2376415,30/09/2019,110m Hurdles,outdoor,14.37,seconds,8,Heats,WC,Doha,1,-0.5
1144449,112541,2658098,30/07/2021,Triple Jump,outdoor,14.5,metres,5,Quarter-finals,OG,Tokyo,1,0
1144449,81430,2372790,03/10/2019,Triple Jump,outdoor,14.08,metres,15,Quarter-finals,WC,Doha,1,0.3
1144449,142291,3147109,03/08/2024,Triple Jump,outdoor,14.64,metres,4,Finals,OG,Paris,1,-0.1
1144449,112541,2658225,01/08/2021,Triple Jump,outdoor,14.7,metres,5,Finals,OG,Tokyo,1,0.1
1144449,126941,2830559,16/07/2022,Triple Jump,outdoor,14.01,metres,17,Quarter-finals,WC,Eugene OR,1,0.5
1144449,142291,3147057,02/08/2024,Triple Jump,outdoor,14.39,metres,4,Quarter-finals,OG,Paris,1,-0.1
1144449,123073,2754567,20/03/2022,Triple Jump,indoor,14.45,metres,5,Finals,WC,Beograd,1,NULL
1144449,134418,2988573,23/08/2023,Triple Jump,outdoor,14.31,metres,7,Quarter-finals,WC,Budapest,1,-0.7
1144449,134418,2988727,25/08/2023,Triple Jump,outdoor,14.87,metres,6,Finals,WC,Budapest,1,-0.1
1144377,134418,2988795,24/08/2023,5000m,outdoor,854.72,seconds,22,Heats,WC,Budapest,1,NULL
1144252,134418,2988001,19/08/2023,1500m,outdoor,219.73,seconds,15,Heats,WC,Budapest,1,NULL
1144252,123073,2753769,19/03/2022,1500m,indoor,219.47,seconds,5,Heats,WC,Beograd,1,NULL
1144252,112541,2659254,05/08/2021,1500m,outdoor,222.18,seconds,11,Semi-finals,OG,Tokyo,1,NULL
1144252,112541,2659019,03/08/2021,1500m,outdoor,216,seconds,1,Heats,OG,Tokyo,1,NULL
1144252,126941,2830575,16/07/2022,1500m,outdoor,219.96,seconds,12,Heats,WC,Eugene OR,1,NULL
1144252,81430,2402868,03/10/2019,1500m,outdoor,219.11,seconds,10,Heats,WC,Doha,1,NULL
1144090,81430,1005745,01/10/2019,400m,outdoor,73.55,seconds,7,Semi-finals,WC,Doha,1,NULL
1141867,112541,2658025,30/07/2021,800m,outdoor,123.74,seconds,7,Heats,OG,Tokyo,1,NULL
1141842,81430,2439559,27/09/2019,800m,outdoor,123.65,seconds,6,Heats,WC,Doha,1,NULL
1141809,112541,2659304,06/08/2021,20km Walk,outdoor,6270,seconds,50,Finals,OG,Tokyo,1,NULL
1141809,112579,2659391,06/08/2021,20km Walk,outdoor,6270,seconds,50,Finals,OG,Sapporo,1,NULL
1141809,81430,2420960,30/09/2019,20km Walk,outdoor,6402,seconds,38,Finals,WC,Doha,1,NULL
1141735,126941,2830561,16/07/2022,110m Hurdles,outdoor,13.45,seconds,3,Heats,WC,Eugene OR,1,-0.5
1141735,126941,2830659,17/07/2022,110m Hurdles,outdoor,13.35,seconds,6,Semi-finals,WC,Eugene OR,1,2.5
1141735,112541,2658934,04/08/2021,110m Hurdles,outdoor,13.32,seconds,4,Semi-finals,OG,Tokyo,1,0.3
1141735,112541,2658986,03/08/2021,110m Hurdles,outdoor,13.5,seconds,4,Heats,OG,Tokyo,1,0
1141735,81430,2376415,30/09/2019,110m Hurdles,outdoor,13.53,seconds,2,Heats,WC,Doha,1,-0.4
1141735,81430,2399920,02/10/2019,110m Hurdles,outdoor,13.6,seconds,5,Semi-finals,WC,Doha,1,1.1
1141735,112541,2659039,05/08/2021,110m Hurdles,outdoor,13.3,seconds,7,Finals,OG,Tokyo,1,-0.5
1141735,123073,2754595,20/03/2022,60m Hurdles,indoor,7.6,seconds,2,Heats,WC,Beograd,1,NULL
1141735,123073,2753917,20/03/2022,60m Hurdles,indoor,7.6,seconds,4,Semi-finals,WC,Beograd,1,NULL
1141692,126941,2831667,18/07/2022,Discus Throw,outdoor,57.57,metres,25,Quarter-finals,WC,Eugene OR,1,NULL
1141692,142291,3146999,02/08/2024,Discus Throw,outdoor,60.37,metres,22,Quarter-finals,OG,Paris,1,NULL
1141692,134418,2988086,20/08/2023,Discus Throw,outdoor,59.98,metres,14,Quarter-finals,WC,Budapest,1,NULL
1141601,134418,2988098,20/08/2023,100m,outdoor,11.47,seconds,7,Heats,WC,Budapest,1,0.9
1140907,134418,2988083,20/08/2023,High Jump,outdoor,2.22,metres,25,Quarter-finals,WC,Budapest,1,NULL
1140907,142291,3148218,07/08/2024,High Jump,outdoor,2.2,metres,15,Quarter-finals,OG,Paris,1,NULL
1140907,81430,2439898,04/10/2019,High Jump,outdoor,2.19,metres,12,Finals,WC,Doha,1,NULL
1140907,81430,2391243,01/10/2019,High Jump,outdoor,2.26,metres,11,Quarter-finals,WC,Doha,1,NULL
1140272,134418,2988009,19/08/2023,10000m,outdoor,1999.61,seconds,19,Finals,WC,Budapest,1,NULL
1140272,142291,3148762,11/08/2024,Marathon,outdoor,9444,seconds,62,Finals,OG,Paris,1,NULL
1142649,134418,2989035,27/08/2023,High Jump,outdoor,1.97,metres,4,Finals,WC,Budapest,1,NULL
1142618,142291,3148568,09/08/2024,100m Hurdles,outdoor,12.89,seconds,5,Semi-finals,OG,Paris,1,-0.7
1142618,126941,2832445,24/07/2022,100m Hurdles,outdoor,12.82,seconds,8,Semi-finals,WC,Eugene OR,1,0.9
1142618,142291,3148216,07/08/2024,100m Hurdles,outdoor,12.85,seconds,4,Heats,OG,Paris,1,-0.1
1142618,126941,2832181,23/07/2022,100m Hurdles,outdoor,12.96,seconds,4,Heats,WC,Eugene OR,1,0.5
1142382,81430,1043885,06/10/2019,Marathon,outdoor,8195,seconds,24,Finals,WC,Doha,1,NULL
1142008,81430,1043885,06/10/2019,Marathon,outdoor,8473,seconds,42,Finals,WC,Doha,1,NULL
1142008,126941,2830580,17/07/2022,Marathon,outdoor,7914,seconds,30,Finals,WC,Eugene OR,1,NULL
1141648,112541,2658986,03/08/2021,110m Hurdles,outdoor,13.48,seconds,5,Heats,OG,Tokyo,1,-0.1
1141648,126941,2830561,16/07/2022,110m Hurdles,outdoor,13.91,seconds,7,Heats,WC,Eugene OR,1,0.2
1141648,112541,2658934,04/08/2021,110m Hurdles,outdoor,13.67,seconds,7,Semi-finals,OG,Tokyo,1,0.1
1141648,81430,2376415,30/09/2019,110m Hurdles,outdoor,13.73,seconds,6,Heats,WC,Doha,1,0.5
1141648,142291,3147954,06/08/2024,110m Hurdles,outdoor,13.75,seconds,7,Quarter-finals,OG,Paris,1,0.2
1141648,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.84,seconds,7,Heats,OG,Paris,1,0.7
1141648,135095,3006573,02/03/2024,60m Hurdles,indoor,7.67,seconds,4,Heats,WC,Glasgow,1,NULL
1141648,135095,3004037,02/03/2024,60m Hurdles,indoor,7.7,seconds,6,Semi-finals,WC,Glasgow,1,NULL
1141648,134418,2988071,20/08/2023,110m Hurdles,outdoor,13.69,seconds,7,Heats,WC,Budapest,1,-0.9
1141113,81430,2449235,01/10/2019,Hammer Throw,outdoor,74.8,metres,15,Quarter-finals,WC,Doha,1,NULL
1141047,123073,2753754,19/03/2022,Shot Put,indoor,20.1,metres,13,Finals,WC,Beograd,1,NULL
1141047,142291,3146983,02/08/2024,Shot Put,outdoor,20.27,metres,17,Quarter-finals,OG,Paris,1,NULL
1141047,112541,2658916,03/08/2021,Shot Put,outdoor,20.16,metres,21,Quarter-finals,OG,Tokyo,1,NULL
1141047,81430,2440657,03/10/2019,Shot Put,outdoor,19.89,metres,26,Quarter-finals,WC,Doha,1,NULL
1141047,135095,3019834,01/03/2024,Shot Put,indoor,20.3,metres,12,Finals,WC,Glasgow,1,NULL
1140679,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,602.2,seconds,12,Heats,WC,Budapest,1,NULL
1140679,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,565.85,seconds,7,Heats,WC,Eugene OR,1,NULL
1140679,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,589.15,seconds,11,Heats,OG,Tokyo,1,NULL
1179631,134418,2988796,25/08/2023,Javelin Throw,outdoor,78.49,metres,16,Quarter-finals,WC,Budapest,1,NULL
1140637,81430,2394239,28/09/2019,10000m,outdoor,1825.2,seconds,3,Finals,WC,Doha,1,NULL
1140637,112541,2658108,30/07/2021,5000m,outdoor,888.01,seconds,2,Heats,OG,Tokyo,1,NULL
1140637,112541,2658281,02/08/2021,5000m,outdoor,879.62,seconds,4,Finals,OG,Tokyo,1,NULL
1138998,142291,3146954,02/08/2024,100m,outdoor,11.35,seconds,6,Heats,OG,Paris,1,1
1138998,112541,2657908,30/07/2021,100m,outdoor,11.59,seconds,6,Heats,OG,Tokyo,1,-0.3
1138998,81430,2459599,28/09/2019,100m,outdoor,11.4,seconds,4,Heats,WC,Doha,1,-0.1
1138998,134418,2988098,20/08/2023,100m,outdoor,11.52,seconds,6,Heats,WC,Budapest,1,0
1138998,135095,3031041,02/03/2024,60m,indoor,7.33,seconds,7,Heats,WC,Glasgow,1,NULL
1138908,123073,2753817,19/03/2022,60m Hurdles,indoor,8.16,seconds,8,Semi-finals,WC,Beograd,1,NULL
1138908,123073,2753730,19/03/2022,60m Hurdles,indoor,8.12,seconds,5,Heats,WC,Beograd,1,NULL
1138908,112541,2658097,31/07/2021,100m Hurdles,outdoor,13.15,seconds,6,Heats,OG,Tokyo,1,-1.1
1138864,134418,2988101,20/08/2023,400m,outdoor,45.91,seconds,7,Heats,WC,Budapest,1,NULL
1138748,81430,2460400,29/09/2019,50km Walk,outdoor,19385,seconds,17,Finals,WC,Doha,1,NULL
1137978,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,574.25,seconds,10,Heats,OG,Tokyo,1,NULL
1137653,81430,2382601,30/09/2019,5000m,outdoor,778.85,seconds,1,Finals,WC,Doha,1,NULL
1137653,81430,2453333,27/09/2019,5000m,outdoor,805,seconds,3,Heats,WC,Doha,1,NULL
1137653,126941,2832066,21/07/2022,5000m,outdoor,801.19,seconds,7,Heats,WC,Eugene OR,1,NULL
1137653,126941,2832346,24/07/2022,5000m,outdoor,804.67,seconds,13,Finals,WC,Eugene OR,1,NULL
1137543,81430,2464389,27/09/2019,3000m Steeplechase,outdoor,583.75,seconds,8,Heats,WC,Doha,1,NULL
1137284,123073,2753730,19/03/2022,60m Hurdles,indoor,8.25,seconds,7,Heats,WC,Beograd,1,NULL
1137284,126941,2832181,23/07/2022,100m Hurdles,outdoor,13.37,seconds,5,Heats,WC,Eugene OR,1,0.7
1128769,134418,2988098,20/08/2023,100m,outdoor,11.08,seconds,1,Heats,WC,Budapest,1,0.9
1128704,112541,2658956,02/08/2021,Discus Throw,outdoor,61.57,metres,10,Finals,OG,Tokyo,1,NULL
1128704,112541,2658100,31/07/2021,Discus Throw,outdoor,62.72,metres,9,Quarter-finals,OG,Tokyo,1,NULL
1128704,81430,2383973,02/10/2019,Discus Throw,outdoor,63.1,metres,7,Quarter-finals,WC,Doha,1,NULL
1128704,81430,2467457,04/10/2019,Discus Throw,outdoor,63.38,metres,4,Finals,WC,Doha,1,NULL
1128561,126941,2831923,20/07/2022,400m,outdoor,51.79,seconds,6,Semi-finals,WC,Eugene OR,1,NULL
1128561,123073,2753553,18/03/2022,400m,indoor,52.34,seconds,2,Heats,WC,Beograd,1,NULL
1128561,142291,3147525,05/08/2024,400m,outdoor,51.55,seconds,5,Heats,OG,Paris,1,NULL
1128561,142291,3147905,06/08/2024,400m,outdoor,51.84,seconds,5,Quarter-finals,OG,Paris,1,NULL
1128561,123073,2753783,19/03/2022,400m,indoor,52.34,seconds,5,Finals,WC,Beograd,1,NULL
1128561,123073,2753680,18/03/2022,400m,indoor,51.57,seconds,3,Semi-finals,WC,Beograd,1,NULL
1128561,81430,2464050,01/10/2019,400m,outdoor,51.71,seconds,5,Semi-finals,WC,Doha,1,NULL
1128561,112541,2659092,04/08/2021,400m,outdoor,51.46,seconds,7,Semi-finals,OG,Tokyo,1,NULL
1128561,81430,2379430,30/09/2019,400m,outdoor,51.73,seconds,4,Heats,WC,Doha,1,NULL
1128561,126941,2830856,17/07/2022,400m,outdoor,51.98,seconds,2,Heats,WC,Eugene OR,1,NULL
1128561,112541,2658981,03/08/2021,400m,outdoor,51.44,seconds,4,Heats,OG,Tokyo,1,NULL
1128561,134418,2988077,20/08/2023,400m,outdoor,51.44,seconds,5,Heats,WC,Budapest,1,NULL
1128493,81430,2434389,27/09/2019,Hammer Throw,outdoor,67.3,metres,24,Quarter-finals,WC,Doha,1,NULL
1128384,112541,2657707,30/07/2021,Discus Throw,outdoor,60.34,metres,23,Quarter-finals,OG,Tokyo,1,NULL
1128384,81430,2396815,28/09/2019,Discus Throw,outdoor,63.22,metres,13,Quarter-finals,WC,Doha,1,NULL
1128209,112579,2659360,06/08/2021,50km Walk,outdoor,15242,seconds,38,Finals,OG,Sapporo,1,NULL
1128209,126941,2830558,15/07/2022,20km Walk,outdoor,5020,seconds,20,Finals,WC,Eugene OR,1,NULL
1127894,112541,2658916,03/08/2021,Shot Put,outdoor,20.58,metres,16,Quarter-finals,OG,Tokyo,1,NULL
1127894,81430,2440657,03/10/2019,Shot Put,outdoor,19.52,metres,32,Quarter-finals,WC,Doha,1,NULL
1139247,142291,3148426,08/08/2024,High Jump,outdoor,1.83,metres,NULL,Heats,OG,Paris,1,NULL
1139247,142291,3148609,09/08/2024,Long Jump,outdoor,6.4,metres,NULL,Heats,OG,Paris,1,0.4
1139247,134418,2988049,19/08/2023,High Jump,outdoor,1.8,metres,NULL,Heats,WC,Budapest,1,NULL
1139247,134418,2988052,19/08/2023,Shot Put,outdoor,14.4,metres,NULL,Heats,WC,Budapest,1,NULL
1139247,134418,2988040,19/08/2023,100m Hurdles,outdoor,13.33,seconds,NULL,Heats,WC,Budapest,1,-1.1
1139247,134418,2988048,19/08/2023,200m,outdoor,24.23,seconds,NULL,Heats,WC,Budapest,1,-0.1
1139247,142291,3148608,09/08/2024,Heptathlon,outdoor,6707,points,3,Finals,OG,Paris,1,NULL
1139247,134418,2988103,20/08/2023,Long Jump,outdoor,6.35,metres,NULL,Heats,WC,Budapest,1,0.6
1139247,134418,2988102,20/08/2023,800m,outdoor,129.48,seconds,NULL,Heats,WC,Budapest,1,NULL
1139247,134418,2988092,20/08/2023,Heptathlon,outdoor,6450,points,6,Finals,WC,Budapest,1,NULL
1139247,81430,2465102,04/10/2019,Heptathlon,outdoor,5989,points,15,Finals,WC,Doha,1,NULL
1139247,112541,2688364,05/08/2021,Heptathlon,outdoor,6571,points,4,Finals,OG,Tokyo,1,NULL
1139247,123073,2753533,18/03/2022,Shot Put,indoor,14.03,metres,NULL,Single race,WC,Beograd,1,NULL
1139247,123073,2753604,18/03/2022,Long Jump,indoor,6.6,metres,NULL,Heats,WC,Beograd,1,NULL
1139247,123073,2753559,18/03/2022,High Jump,indoor,1.83,metres,NULL,Single race,WC,Beograd,1,NULL
1139247,123073,2753556,18/03/2022,60m Hurdles,indoor,8.15,seconds,NULL,Single race,WC,Beograd,1,NULL
1139247,123073,2753712,18/03/2022,800m,indoor,128.81,seconds,NULL,Single race,WC,Beograd,1,NULL
1139247,81430,2436263,02/10/2019,Shot Put,outdoor,13.55,metres,NULL,Heats,WC,Doha,1,NULL
1139247,112541,2659081,04/08/2021,200m,outdoor,23.7,seconds,NULL,Heats,OG,Tokyo,1,1.5
1139247,126941,2831328,17/07/2022,200m,outdoor,23.92,seconds,NULL,Heats,WC,Eugene OR,1,1.4
1139247,126941,2831493,17/07/2022,100m Hurdles,outdoor,13.2,seconds,NULL,Heats,WC,Eugene OR,1,0.7
1139247,126941,2831616,18/07/2022,Long Jump,outdoor,6.33,metres,NULL,Heats,WC,Eugene OR,1,0.9
1139247,126941,2831615,18/07/2022,800m,outdoor,128.5,seconds,NULL,Heats,WC,Eugene OR,1,NULL
1139247,81430,2462733,02/10/2019,High Jump,outdoor,1.77,metres,NULL,Heats,WC,Doha,1,NULL
1139247,81430,2462393,02/10/2019,200m,outdoor,24.46,seconds,NULL,Heats,WC,Doha,1,1
1127894,123073,2753754,19/03/2022,Shot Put,indoor,19.87,metres,15,Finals,WC,Beograd,1,NULL
1127894,134418,2988022,19/08/2023,Shot Put,outdoor,19.24,metres,27,Quarter-finals,WC,Budapest,1,NULL
1127886,81430,2402868,03/10/2019,1500m,outdoor,225.19,seconds,14,Heats,WC,Doha,1,NULL
1127668,81430,2409000,02/10/2019,Shot Put,outdoor,18.61,metres,6,Quarter-finals,WC,Doha,1,NULL
1127668,112541,2658101,30/07/2021,Shot Put,outdoor,17.81,metres,17,Quarter-finals,OG,Tokyo,1,NULL
1127668,81430,2417126,03/10/2019,Shot Put,outdoor,17.99,metres,11,Finals,WC,Doha,1,NULL
1127668,126941,2830553,15/07/2022,Shot Put,outdoor,17.21,metres,23,Quarter-finals,WC,Eugene OR,1,NULL
1127668,123073,2753554,18/03/2022,Shot Put,indoor,18.62,metres,8,Finals,WC,Beograd,1,NULL
1127602,134418,2988813,26/08/2023,Marathon,outdoor,9756,seconds,54,Finals,WC,Budapest,1,NULL
1127558,81430,1001277,28/09/2019,Marathon,outdoor,11310,seconds,37,Finals,WC,Doha,1,NULL
1126003,123073,2753742,19/03/2022,60m,indoor,6.66,seconds,5,Heats,WC,Beograd,1,NULL
1125931,126941,2832004,20/07/2022,400m,outdoor,46.21,seconds,8,Semi-finals,WC,Eugene OR,1,NULL
1125931,126941,2831297,17/07/2022,400m,outdoor,45.99,seconds,5,Heats,WC,Eugene OR,1,NULL
1125931,112541,2658116,01/08/2021,400m,outdoor,45.54,seconds,6,Heats,OG,Tokyo,1,NULL
1125212,126941,2830856,17/07/2022,400m,outdoor,52.56,seconds,6,Heats,WC,Eugene OR,1,NULL
1125212,123073,2753553,18/03/2022,400m,indoor,52.51,seconds,3,Heats,WC,Beograd,1,NULL
1125051,126941,2831931,20/07/2022,Javelin Throw,outdoor,61.27,metres,5,Quarter-finals,WC,Eugene OR,1,NULL
1125051,112541,2659340,06/08/2021,Javelin Throw,outdoor,64.56,metres,3,Finals,OG,Tokyo,1,NULL
1125051,126941,2832175,22/07/2022,Javelin Throw,outdoor,66.91,metres,1,Finals,WC,Eugene OR,1,NULL
1125051,142291,3148109,07/08/2024,Javelin Throw,outdoor,57.73,metres,26,Quarter-finals,OG,Paris,1,NULL
1125051,112541,2659020,03/08/2021,Javelin Throw,outdoor,62.59,metres,3,Quarter-finals,OG,Tokyo,1,NULL
1125051,81430,2442691,01/10/2019,Javelin Throw,outdoor,66.56,metres,1,Finals,WC,Doha,1,NULL
1125051,81430,2411836,30/09/2019,Javelin Throw,outdoor,61.08,metres,10,Quarter-finals,WC,Doha,1,NULL
1125051,134418,2988586,23/08/2023,Javelin Throw,outdoor,59.66,metres,12,Quarter-finals,WC,Budapest,1,NULL
1137284,135095,3021595,03/03/2024,60m Hurdles,indoor,8.19,seconds,6,Heats,WC,Glasgow,1,NULL
1137059,112541,2657707,30/07/2021,Discus Throw,outdoor,59.93,metres,24,Quarter-finals,OG,Tokyo,1,NULL
1137059,81430,2396815,28/09/2019,Discus Throw,outdoor,62.12,metres,18,Quarter-finals,WC,Doha,1,NULL
1136525,135095,3021595,03/03/2024,60m Hurdles,indoor,7.96,seconds,2,Heats,WC,Glasgow,1,NULL
1136525,135095,3033608,03/03/2024,60m Hurdles,indoor,8.04,seconds,4,Semi-finals,WC,Glasgow,1,NULL
1136292,134418,2988002,19/08/2023,3000m Steeplechase,outdoor,522.33,seconds,12,Heats,WC,Budapest,1,NULL
1136292,112541,2657556,30/07/2021,3000m Steeplechase,outdoor,519.57,seconds,13,Heats,OG,Tokyo,1,NULL
1135773,81430,2452402,28/09/2019,800m,outdoor,106.52,seconds,6,Heats,WC,Doha,1,NULL
1135766,112541,2659340,06/08/2021,Javelin Throw,outdoor,60.06,metres,7,Finals,OG,Tokyo,1,NULL
1135766,126941,2832175,22/07/2022,Javelin Throw,outdoor,58.97,metres,10,Finals,WC,Eugene OR,1,NULL
1135766,142291,3148109,07/08/2024,Javelin Throw,outdoor,58.35,metres,25,Quarter-finals,OG,Paris,1,NULL
1135766,126941,2831931,20/07/2022,Javelin Throw,outdoor,63.8,metres,3,Quarter-finals,WC,Eugene OR,1,NULL
1135766,81430,2411836,30/09/2019,Javelin Throw,outdoor,56.9,metres,23,Quarter-finals,WC,Doha,1,NULL
1135766,112541,2659020,03/08/2021,Javelin Throw,outdoor,61.96,metres,8,Quarter-finals,OG,Tokyo,1,NULL
1135766,134418,2988586,23/08/2023,Javelin Throw,outdoor,59,metres,14,Quarter-finals,WC,Budapest,1,NULL
1135658,134418,2988616,23/08/2023,Pole Vault,outdoor,5.75,metres,9,Quarter-finals,WC,Budapest,1,NULL
1135658,126941,2832200,22/07/2022,Pole Vault,outdoor,5.5,metres,10,Quarter-finals,WC,Eugene OR,1,NULL
1135658,134418,2988914,26/08/2023,Pole Vault,outdoor,5.75,metres,9,Finals,WC,Budapest,1,NULL
1135658,142291,3147128,03/08/2024,Pole Vault,outdoor,5.6,metres,15,Quarter-finals,OG,Paris,1,NULL
1135658,81430,2419436,28/09/2019,Pole Vault,outdoor,5.75,metres,1,Quarter-finals,WC,Doha,1,NULL
1135658,112541,2658930,03/08/2021,Pole Vault,outdoor,5.8,metres,6,Finals,OG,Tokyo,1,NULL
1135658,112541,2658111,31/07/2021,Pole Vault,outdoor,5.75,metres,11,Quarter-finals,OG,Tokyo,1,NULL
1135658,81430,2442480,01/10/2019,Pole Vault,outdoor,5.87,metres,3,Finals,WC,Doha,1,NULL
1139954,81430,2456702,01/10/2019,3000m Steeplechase,outdoor,502.51,seconds,7,Heats,WC,Doha,1,NULL
1139954,112541,2657556,30/07/2021,3000m Steeplechase,outdoor,523.29,seconds,14,Heats,OG,Tokyo,1,NULL
1139954,81430,2423702,04/10/2019,3000m Steeplechase,outdoor,520.23,seconds,15,Finals,WC,Doha,1,NULL
1139865,81430,2460400,29/09/2019,50km Walk,outdoor,17246,seconds,13,Finals,WC,Doha,1,NULL
1139770,123073,2753791,19/03/2022,800m,indoor,122.35,seconds,6,Heats,WC,Beograd,1,NULL
1139706,81430,2418066,05/10/2019,20km Walk,outdoor,5492,seconds,13,Finals,WC,Doha,1,NULL
1139706,126941,2830558,15/07/2022,20km Walk,outdoor,4791,seconds,6,Finals,WC,Eugene OR,1,NULL
1139706,112579,2659274,05/08/2021,20km Walk,outdoor,5001,seconds,13,Finals,OG,Sapporo,1,NULL
1139706,142291,3146911,01/08/2024,20km Walk,outdoor,4749,seconds,2,Finals,OG,Paris,1,NULL
1139706,134418,2988050,19/08/2023,20km Walk,outdoor,4667,seconds,3,Finals,WC,Budapest,1,NULL
1138884,81430,2419934,30/09/2019,200m,outdoor,23.65,seconds,8,Heats,WC,Doha,1,0.2
1138518,126941,2830565,15/07/2022,Pole Vault,outdoor,4.35,metres,16,Quarter-finals,WC,Eugene OR,1,NULL
1138518,112541,2659011,02/08/2021,Pole Vault,outdoor,4.55,metres,15,Quarter-finals,OG,Tokyo,1,NULL
1138518,81430,2467189,27/09/2019,Pole Vault,outdoor,4.5,metres,21,Quarter-finals,WC,Doha,1,NULL
1138518,112541,2659267,05/08/2021,Pole Vault,outdoor,4.5,metres,5,Finals,OG,Tokyo,1,NULL
1138450,112541,2658101,30/07/2021,Shot Put,outdoor,18.75,metres,10,Quarter-finals,OG,Tokyo,1,NULL
1138225,81430,2411836,30/09/2019,Javelin Throw,outdoor,60.46,metres,14,Quarter-finals,WC,Doha,1,NULL
1137925,81430,2438691,05/10/2019,100m Hurdles,outdoor,12.85,seconds,2,Heats,WC,Doha,1,0.2
1137925,112541,2658097,31/07/2021,100m Hurdles,outdoor,12.74,seconds,2,Heats,OG,Tokyo,1,0.4
1137925,81430,2386202,06/10/2019,100m Hurdles,outdoor,12.8,seconds,3,Semi-finals,WC,Doha,1,0.8
1137789,134418,2988813,26/08/2023,Marathon,outdoor,9864,seconds,58,Finals,WC,Budapest,1,NULL
