AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind
1146129,112541,2658981,03/08/2021,400m,outdoor,51.17,seconds,4,Heats,OG,Tokyo,1,NULL
1141635,134418,2988727,25/08/2023,Triple Jump,outdoor,14.9,metres,5,Finals,WC,Budapest,1,-0.2
1141635,134418,2988573,23/08/2023,Triple Jump,outdoor,14.62,metres,2,Quarter-finals,WC,Budapest,1,0
1141635,123073,2754567,20/03/2022,Triple Jump,indoor,14.53,metres,4,Finals,WC,Beograd,1,NULL
1141635,135095,3029430,03/03/2024,Triple Jump,indoor,15.01,metres,1,Finals,WC,Glasgow,1,NULL
1141317,112541,2658281,02/08/2021,5000m,outdoor,885.11,seconds,6,Finals,OG,Tokyo,1,NULL
1141317,112541,2658108,30/07/2021,5000m,outdoor,888.31,seconds,3,Heats,OG,Tokyo,1,NULL
1141317,81430,2394239,28/09/2019,10000m,outdoor,1844.23,seconds,6,Finals,WC,Doha,1,NULL
1141226,142291,3147057,02/08/2024,Triple Jump,outdoor,13.4,metres,28,Quarter-finals,OG,Paris,1,-0.6
1141226,134418,2988573,23/08/2023,Triple Jump,outdoor,13.64,metres,26,Quarter-finals,WC,Budapest,1,-0.3
1140831,123073,2754474,20/03/2022,High Jump,indoor,2.31,metres,2,Finals,WC,Beograd,1,NULL
1140831,126941,2830457,15/07/2022,High Jump,outdoor,2.21,metres,22,Quarter-finals,WC,Eugene OR,1,NULL
1140831,112541,2657924,30/07/2021,High Jump,outdoor,2.21,metres,23,Quarter-finals,OG,Tokyo,1,NULL
1140616,135095,3006983,01/03/2024,1500m,indoor,258.52,seconds,5,Heats,WC,Glasgow,1,NULL
1140104,126941,2832358,24/07/2022,Pole Vault,outdoor,5.87,metres,5,Finals,WC,Eugene OR,1,NULL
1140104,134418,2988616,23/08/2023,Pole Vault,outdoor,5.7,metres,14,Quarter-finals,WC,Budapest,1,NULL
1140104,112541,2658111,31/07/2021,Pole Vault,outdoor,5.65,metres,12,Quarter-finals,OG,Tokyo,1,NULL
1140104,142291,3147128,03/08/2024,Pole Vault,outdoor,5.75,metres,1,Quarter-finals,OG,Paris,1,NULL
1140104,112541,2658930,03/08/2021,Pole Vault,outdoor,5.7,metres,9,Finals,OG,Tokyo,1,NULL
1140104,142291,3147279,05/08/2024,Pole Vault,outdoor,5.7,metres,9,Finals,OG,Paris,1,NULL
1140104,123073,2754292,20/03/2022,Pole Vault,indoor,5.75,metres,9,Finals,WC,Beograd,1,NULL
1140104,126941,2832200,22/07/2022,Pole Vault,outdoor,5.75,metres,1,Quarter-finals,WC,Eugene OR,1,NULL
1139949,142291,3147514,05/08/2024,Discus Throw,outdoor,62.44,metres,15,Quarter-finals,OG,Paris,1,NULL
1139949,126941,2831298,17/07/2022,Discus Throw,outdoor,61.47,metres,10,Quarter-finals,WC,Eugene OR,1,NULL
1139949,81430,2396815,28/09/2019,Discus Throw,outdoor,60.24,metres,29,Quarter-finals,WC,Doha,1,NULL
1144273,142291,3147106,03/08/2024,110m Hurdles,outdoor,14.45,seconds,NULL,NULL,OG,Paris,1,0.2
1144273,142291,3147069,02/08/2024,400m,outdoor,48.02,seconds,NULL,NULL,OG,Paris,1,NULL
1144273,142291,3147070,02/08/2024,High Jump,outdoor,1.99,metres,NULL,NULL,OG,Paris,1,NULL
1144273,81430,2427187,02/10/2019,Long Jump,outdoor,7.32,metres,NULL,NULL,WC,Doha,1,0.5
1144273,81430,2431800,02/10/2019,100m,outdoor,10.94,seconds,NULL,NULL,WC,Doha,1,0.3
1144273,126941,2832188,23/07/2022,High Jump,outdoor,2.05,metres,NULL,NULL,WC,Eugene OR,1,NULL
1144273,126941,2832199,23/07/2022,Long Jump,outdoor,7.26,metres,NULL,NULL,WC,Eugene OR,1,1.4
1144273,134418,2988768,25/08/2023,100m,outdoor,10.94,seconds,NULL,NULL,WC,Budapest,1,-0.1
1144273,134418,2988781,25/08/2023,400m,outdoor,48.41,seconds,NULL,NULL,WC,Budapest,1,NULL
1144273,134418,2988764,25/08/2023,Shot Put,outdoor,15.08,metres,NULL,NULL,WC,Budapest,1,NULL
1144273,134418,2988804,25/08/2023,Long Jump,outdoor,7.47,metres,NULL,NULL,WC,Budapest,1,0.3
1144273,134418,2988814,26/08/2023,110m Hurdles,outdoor,14.51,seconds,NULL,NULL,WC,Budapest,1,0.2
1144273,134418,2988802,25/08/2023,High Jump,outdoor,2.02,metres,NULL,NULL,WC,Budapest,1,NULL
1144273,126941,2832231,23/07/2022,400m,outdoor,49.16,seconds,NULL,NULL,WC,Eugene OR,1,NULL
1144273,126941,2832405,24/07/2022,110m Hurdles,outdoor,14.69,seconds,NULL,NULL,WC,Eugene OR,1,0.4
1304532,142291,3147766,06/08/2024,Javelin Throw,outdoor,79.24,metres,22,Quarter-finals,OG,Paris,1,NULL
1144273,134418,2988909,26/08/2023,Pole Vault,outdoor,5.1,metres,NULL,NULL,WC,Budapest,1,NULL
1144273,134418,2988887,26/08/2023,Decathlon,outdoor,8524,points,6,Finals,WC,Budapest,1,NULL
1144248,134418,2988008,19/08/2023,Triple Jump,outdoor,16.4,metres,19,Quarter-finals,WC,Budapest,1,-0.1
1144111,134418,2988008,19/08/2023,Triple Jump,outdoor,16.64,metres,14,Quarter-finals,WC,Budapest,1,-0.2
1144111,126941,2832249,23/07/2022,Triple Jump,outdoor,16.86,metres,8,Finals,WC,Eugene OR,1,-0.7
1144111,142291,3148215,07/08/2024,Triple Jump,outdoor,16.79,metres,13,Quarter-finals,OG,Paris,1,0
1144111,123073,2753641,18/03/2022,Triple Jump,indoor,16.62,metres,7,Finals,WC,Beograd,1,NULL
1144111,126941,2832077,21/07/2022,Triple Jump,outdoor,16.95,metres,6,Quarter-finals,WC,Eugene OR,1,0.2
1129405,81430,2436719,01/10/2019,800m,outdoor,103.47,seconds,2,Finals,WC,Doha,1,NULL
1129405,81430,2428905,29/09/2019,800m,outdoor,105.63,seconds,1,Semi-finals,WC,Doha,1,NULL
1129405,112541,2658112,31/07/2021,800m,outdoor,105.48,seconds,2,Heats,OG,Tokyo,1,NULL
1129262,81430,2396815,28/09/2019,Discus Throw,outdoor,63.31,metres,12,Quarter-finals,WC,Doha,1,NULL
1129262,112541,2657707,30/07/2021,Discus Throw,outdoor,64.77,metres,5,Quarter-finals,OG,Tokyo,1,NULL
1129262,81430,2409584,30/09/2019,Discus Throw,outdoor,66.82,metres,3,Finals,WC,Doha,1,NULL
1129262,112541,2658159,31/07/2021,Discus Throw,outdoor,67.07,metres,3,Finals,OG,Tokyo,1,NULL
1129262,126941,2831754,19/07/2022,Discus Throw,outdoor,63.98,metres,10,Finals,WC,Eugene OR,1,NULL
1129262,126941,2831298,17/07/2022,Discus Throw,outdoor,66.51,metres,2,Quarter-finals,WC,Eugene OR,1,NULL
1129262,142291,3147514,05/08/2024,Discus Throw,outdoor,66.72,metres,3,Quarter-finals,OG,Paris,1,NULL
1129262,134418,2988229,21/08/2023,Discus Throw,outdoor,65.54,metres,7,Finals,WC,Budapest,1,NULL
1129262,134418,2988027,19/08/2023,Discus Throw,outdoor,65.61,metres,5,Quarter-finals,WC,Budapest,1,NULL
1129262,142291,3148217,07/08/2024,Discus Throw,outdoor,67.54,metres,5,Finals,OG,Paris,1,NULL
1129181,123073,2753769,19/03/2022,1500m,indoor,219.34,seconds,5,Heats,WC,Beograd,1,NULL
1129155,112541,2658179,02/08/2021,200m,outdoor,23.16,seconds,4,Heats,OG,Tokyo,1,0.3
1129155,112541,2658375,02/08/2021,200m,outdoor,23.28,seconds,8,Semi-finals,OG,Tokyo,1,0.3
1129155,81430,2419934,30/09/2019,200m,outdoor,23.33,seconds,7,Heats,WC,Doha,1,0.4
1129028,112541,2658116,01/08/2021,400m,outdoor,46.26,seconds,5,Heats,OG,Tokyo,1,NULL
1128937,81430,2419974,02/10/2019,1500m,outdoor,254.94,seconds,11,Heats,WC,Doha,1,NULL
1128937,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,557.14,seconds,2,Heats,WC,Eugene OR,1,NULL
1128937,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,563.36,seconds,2,Heats,OG,Tokyo,1,NULL
1128937,81430,2411573,30/09/2019,3000m Steeplechase,outdoor,565.8,seconds,12,Finals,WC,Doha,1,NULL
1128937,126941,2832015,20/07/2022,3000m Steeplechase,outdoor,580.78,seconds,14,Finals,WC,Eugene OR,1,NULL
1144541,81430,2418099,02/10/2019,400m Hurdles,outdoor,54.42,seconds,3,Semi-finals,WC,Doha,1,NULL
1144541,81430,2457588,01/10/2019,400m Hurdles,outdoor,55.28,seconds,4,Heats,WC,Doha,1,NULL
1144349,126941,2832066,21/07/2022,5000m,outdoor,832.37,seconds,15,Heats,WC,Eugene OR,1,NULL
1144349,112541,2658987,03/08/2021,5000m,outdoor,828.25,seconds,15,Heats,OG,Tokyo,1,NULL
1144349,134640,2994011,01/10/2023,Half Marathon,outdoor,3673,seconds,19,Finals,WC,Rīga,1,NULL
1144075,112541,2659389,07/08/2021,10000m,outdoor,1844,seconds,6,Finals,OG,Tokyo,1,NULL
1143650,112579,2700858,08/08/2021,Marathon,outdoor,9111,seconds,74,Finals,OG,Sapporo,1,NULL
1143608,112579,2659404,07/08/2021,Marathon,outdoor,9521,seconds,50,Finals,OG,Sapporo,1,NULL
1143332,81430,2402868,03/10/2019,1500m,outdoor,217.26,seconds,4,Heats,WC,Doha,1,NULL
1143332,81430,2422567,04/10/2019,1500m,outdoor,217,seconds,7,Semi-finals,WC,Doha,1,NULL
1143332,81430,2453333,27/09/2019,5000m,outdoor,800.52,seconds,3,Heats,WC,Doha,1,NULL
1143332,112541,2659019,03/08/2021,1500m,outdoor,218.02,seconds,10,Heats,OG,Tokyo,1,NULL
1143266,112541,2659024,03/08/2021,200m,outdoor,20.52,seconds,1,Heats,OG,Tokyo,1,0.9
1143266,112541,2659084,04/08/2021,200m,outdoor,20.39,seconds,8,Finals,OG,Tokyo,1,-0.5
1143266,126941,2831654,18/07/2022,200m,outdoor,20.35,seconds,1,Heats,WC,Eugene OR,1,0
1143266,126941,2831748,19/07/2022,200m,outdoor,19.86,seconds,3,Semi-finals,WC,Eugene OR,1,1.1
1143266,142291,3147524,04/08/2024,400m,outdoor,44.31,seconds,2,Heats,OG,Paris,1,NULL
1143266,142291,3147765,06/08/2024,400m,outdoor,44.33,seconds,2,Semi-finals,OG,Paris,1,NULL
1143266,126941,2832078,21/07/2022,200m,outdoor,20.08,seconds,6,Finals,WC,Eugene OR,1,0.4
1143266,123073,2753568,18/03/2022,400m,indoor,46.15,seconds,1,Semi-finals,WC,Beograd,1,NULL
1143266,123073,2753622,18/03/2022,400m,indoor,46.69,seconds,1,Heats,WC,Beograd,1,NULL
1143266,142291,3148209,07/08/2024,400m,outdoor,43.78,seconds,4,Finals,OG,Paris,1,NULL
1143266,123073,2753723,19/03/2022,400m,indoor,45,seconds,1,Finals,WC,Beograd,1,NULL
1143266,112541,2658912,03/08/2021,200m,outdoor,20.1,seconds,3,Semi-finals,OG,Tokyo,1,0.2
1146129,134418,2988077,20/08/2023,400m,outdoor,50.81,seconds,2,Heats,WC,Budapest,1,NULL
1146129,134418,2988319,21/08/2023,400m,outdoor,51.17,seconds,4,Semi-finals,WC,Budapest,1,NULL
1145964,81430,2434389,27/09/2019,Hammer Throw,outdoor,70.35,metres,15,Quarter-finals,WC,Doha,1,NULL
1131222,81430,2410588,05/10/2019,Javelin Throw,outdoor,79.23,metres,23,Quarter-finals,WC,Doha,1,NULL
1115513,134418,2988796,25/08/2023,Javelin Throw,outdoor,79.21,metres,14,Quarter-finals,WC,Budapest,1,NULL
1169520,81430,2406490,03/10/2019,Javelin Throw,outdoor,79.05,metres,NULL,NULL,WC,Doha,1,NULL
1162451,81430,2410588,05/10/2019,Javelin Throw,outdoor,78.97,metres,24,Quarter-finals,WC,Doha,1,NULL
1134991,126941,2832169,21/07/2022,Javelin Throw,outdoor,78.87,metres,16,Quarter-finals,WC,Eugene OR,1,NULL
1162082,112541,2658957,04/08/2021,Javelin Throw,outdoor,78.81,metres,17,Quarter-finals,OG,Tokyo,1,NULL
1150947,112541,2658957,04/08/2021,Javelin Throw,outdoor,78.73,metres,18,Quarter-finals,OG,Tokyo,1,NULL
1206963,126941,2832217,23/07/2022,Javelin Throw,outdoor,78.72,metres,10,Finals,WC,Eugene OR,1,NULL
1145779,81430,1043885,06/10/2019,Marathon,outdoor,8445,seconds,41,Finals,WC,Doha,1,NULL
1145697,112541,2658973,03/08/2021,Triple Jump,outdoor,16.83,metres,12,Quarter-finals,OG,Tokyo,1,0.4
1145697,126941,2832249,23/07/2022,Triple Jump,outdoor,17.55,metres,2,Finals,WC,Eugene OR,1,1.4
1145697,126941,2832077,21/07/2022,Triple Jump,outdoor,17.15,metres,2,Quarter-finals,WC,Eugene OR,1,-0.1
1145697,81430,2465453,29/09/2019,Triple Jump,outdoor,17.66,metres,3,Finals,WC,Doha,1,0.5
1145697,112541,2659137,05/08/2021,Triple Jump,outdoor,17.47,metres,3,Finals,OG,Tokyo,1,-0.2
1145697,81430,2441365,27/09/2019,Triple Jump,outdoor,17.17,metres,2,Quarter-finals,WC,Doha,1,-0.3
1145697,135095,3024097,02/03/2024,Triple Jump,indoor,17.53,metres,1,Finals,WC,Glasgow,1,NULL
1145697,142291,3148215,07/08/2024,Triple Jump,outdoor,17.16,metres,3,Quarter-finals,OG,Paris,1,0.1
1145697,134418,2988008,19/08/2023,Triple Jump,outdoor,17.12,metres,4,Quarter-finals,WC,Budapest,1,0
1145697,134418,2988377,21/08/2023,Triple Jump,outdoor,17.64,metres,1,Finals,WC,Budapest,1,-0.3
1145697,142291,3148594,09/08/2024,Triple Jump,outdoor,17.5,metres,5,Finals,OG,Paris,1,-0.1
1144111,81430,2441365,27/09/2019,Triple Jump,outdoor,16.31,metres,26,Quarter-finals,WC,Doha,1,0.1
1144071,112541,2659389,07/08/2021,10000m,outdoor,1896.36,seconds,14,Finals,OG,Tokyo,1,NULL
1144071,81430,2426510,02/10/2019,5000m,outdoor,904.67,seconds,7,Heats,WC,Doha,1,NULL
1144071,81430,2423859,05/10/2019,5000m,outdoor,899.95,seconds,13,Finals,WC,Doha,1,NULL
1144071,112541,2658281,02/08/2021,5000m,outdoor,912.09,seconds,15,Finals,OG,Tokyo,1,NULL
1144071,112541,2658108,30/07/2021,5000m,outdoor,899.55,seconds,10,Heats,OG,Tokyo,1,NULL
1143795,142291,3146911,01/08/2024,20km Walk,outdoor,4752,seconds,4,Finals,OG,Paris,1,NULL
1143795,112579,2659274,05/08/2021,20km Walk,outdoor,4865,seconds,1,Finals,OG,Sapporo,1,NULL
1143795,81430,2418066,05/10/2019,20km Walk,outdoor,5496,seconds,14,Finals,WC,Doha,1,NULL
1189098,126941,2832169,21/07/2022,Javelin Throw,outdoor,78.61,metres,17,Quarter-finals,WC,Eugene OR,1,NULL
1187059,126941,2832169,21/07/2022,Javelin Throw,outdoor,78.52,metres,18,Quarter-finals,WC,Eugene OR,1,NULL
1188678,142291,3147766,06/08/2024,Javelin Throw,outdoor,78.5,metres,23,Quarter-finals,OG,Paris,1,NULL
1188678,134418,2988796,25/08/2023,Javelin Throw,outdoor,78.49,metres,15,Quarter-finals,WC,Budapest,1,NULL
1142682,81430,2446599,05/10/2019,Triple Jump,outdoor,14.07,metres,11,Finals,WC,Doha,1,-0.4
1142682,142291,3147109,03/08/2024,Triple Jump,outdoor,14.03,metres,10,Finals,OG,Paris,1,-1.7
1142682,142291,3147057,02/08/2024,Triple Jump,outdoor,14.23,metres,9,Quarter-finals,OG,Paris,1,-0.2
1142682,81430,2372790,03/10/2019,Triple Jump,outdoor,14.12,metres,12,Quarter-finals,WC,Doha,1,0.5
1142682,135095,3029430,03/03/2024,Triple Jump,indoor,13.65,metres,10,Finals,WC,Glasgow,1,NULL
1142682,134418,2988573,23/08/2023,Triple Jump,outdoor,14.06,metres,15,Quarter-finals,WC,Budapest,1,0.8
1142649,112541,2659095,05/08/2021,High Jump,outdoor,1.95,metres,7,Quarter-finals,OG,Tokyo,1,NULL
1142649,81430,2455207,27/09/2019,High Jump,outdoor,1.85,metres,18,Quarter-finals,WC,Doha,1,NULL
1142649,142291,3146992,02/08/2024,High Jump,outdoor,1.88,metres,15,Quarter-finals,OG,Paris,1,NULL
1142649,135095,3014412,01/03/2024,High Jump,indoor,1.92,metres,6,Finals,WC,Glasgow,1,NULL
1142649,134418,2988803,25/08/2023,High Jump,outdoor,1.92,metres,4,Quarter-finals,WC,Budapest,1,NULL
1139949,134418,2988027,19/08/2023,Discus Throw,outdoor,63,metres,19,Quarter-finals,WC,Budapest,1,NULL
1139713,126941,2830580,17/07/2022,Marathon,outdoor,7903,seconds,27,Finals,WC,Eugene OR,1,NULL
1139578,112541,2658181,02/08/2021,100m Hurdles,outdoor,12.73,seconds,5,Finals,OG,Tokyo,1,-0.3
1139578,112541,2658145,01/08/2021,100m Hurdles,outdoor,12.63,seconds,3,Semi-finals,OG,Tokyo,1,-0.2
1139578,81430,2421680,06/10/2019,100m Hurdles,outdoor,12.66,seconds,6,Finals,WC,Doha,1,0.3
1139578,112541,2658097,31/07/2021,100m Hurdles,outdoor,12.72,seconds,2,Heats,OG,Tokyo,1,1
1139578,81430,2386202,06/10/2019,100m Hurdles,outdoor,12.62,seconds,3,Semi-finals,WC,Doha,1,1
1139578,81430,2438691,05/10/2019,100m Hurdles,outdoor,12.75,seconds,3,Heats,WC,Doha,1,0.2
1139578,126941,2832181,23/07/2022,100m Hurdles,outdoor,12.76,seconds,2,Heats,WC,Eugene OR,1,0.7
1139578,142291,3148697,10/08/2024,100m Hurdles,outdoor,12.43,seconds,4,Finals,OG,Paris,1,-0.3
1139578,134418,2988577,23/08/2023,100m Hurdles,outdoor,12.62,seconds,3,Semi-finals,WC,Budapest,1,-0.7
1139578,134418,2988540,22/08/2023,100m Hurdles,outdoor,12.68,seconds,2,Heats,WC,Budapest,1,0
1139578,135095,3021595,03/03/2024,60m Hurdles,indoor,7.85,seconds,1,Heats,WC,Glasgow,1,NULL
1139578,126941,2832445,24/07/2022,100m Hurdles,outdoor,12.66,seconds,3,Semi-finals,WC,Eugene OR,1,0.3
1139578,135095,3033608,03/03/2024,60m Hurdles,indoor,8.42,seconds,8,Semi-finals,WC,Glasgow,1,NULL
1139578,142291,3148568,09/08/2024,100m Hurdles,outdoor,12.43,seconds,2,Semi-finals,OG,Paris,1,0.4
1139578,142291,3148216,07/08/2024,100m Hurdles,outdoor,12.53,seconds,1,Heats,OG,Paris,1,0.8
1139387,135095,3010894,01/03/2024,800m,indoor,134.31,seconds,NULL,Single race,WC,Glasgow,1,NULL
1139387,135095,3008755,01/03/2024,Shot Put,indoor,13.83,metres,NULL,Single race,WC,Glasgow,1,NULL
1139387,135095,3002905,01/03/2024,High Jump,indoor,1.76,metres,NULL,Single race,WC,Glasgow,1,NULL
1139387,135095,3015747,01/03/2024,Long Jump,indoor,5.93,metres,NULL,Single race,WC,Glasgow,1,NULL
1139387,135095,3015919,01/03/2024,60m Hurdles,indoor,8.47,seconds,NULL,Single race,WC,Glasgow,1,NULL
1139387,81430,2462733,02/10/2019,High Jump,outdoor,1.77,metres,NULL,Heats,WC,Doha,1,NULL
1139387,81430,2465102,04/10/2019,Heptathlon,outdoor,6560,points,3,Finals,WC,Doha,1,NULL
1128937,81430,2464389,27/09/2019,3000m Steeplechase,outdoor,569.68,seconds,3,Heats,WC,Doha,1,NULL
1128937,112541,2659164,04/08/2021,3000m Steeplechase,outdoor,554.84,seconds,6,Finals,OG,Tokyo,1,NULL
1128937,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,561.79,seconds,4,Heats,WC,Budapest,1,NULL
1128937,134418,2989249,27/08/2023,3000m Steeplechase,outdoor,546.37,seconds,6,Finals,WC,Budapest,1,NULL
1128769,112541,2658375,02/08/2021,200m,outdoor,22.11,seconds,1,Semi-finals,OG,Tokyo,1,0.1
1128769,112541,2658179,02/08/2021,200m,outdoor,22.3,seconds,1,Heats,OG,Tokyo,1,0.3
1128769,112541,2658168,31/07/2021,100m,outdoor,10.79,seconds,1,Semi-finals,OG,Tokyo,1,-0.2
1128769,81430,2437357,29/09/2019,100m,outdoor,10.9,seconds,3,Finals,WC,Doha,1,0.1
1128769,142291,3147114,03/08/2024,100m,outdoor,11.01,seconds,2,Semi-finals,OG,Paris,1,0.1
1128769,112541,2658935,03/08/2021,200m,outdoor,22.27,seconds,5,Finals,OG,Tokyo,1,0.8
1128769,142291,3146954,02/08/2024,100m,outdoor,10.87,seconds,1,Heats,OG,Paris,1,0.8
1128769,112541,2658130,31/07/2021,100m,outdoor,10.91,seconds,4,Finals,OG,Tokyo,1,-0.6
1128769,126941,2830548,16/07/2022,100m,outdoor,10.92,seconds,1,Heats,WC,Eugene OR,1,0.8
1128769,81430,2401106,29/09/2019,100m,outdoor,10.87,seconds,1,Semi-finals,WC,Doha,1,0.8
1128769,112541,2657908,30/07/2021,100m,outdoor,10.78,seconds,1,Heats,OG,Tokyo,1,-0.3
1128769,81430,2459599,28/09/2019,100m,outdoor,10.85,seconds,1,Heats,WC,Doha,1,-0.3
1128769,126941,2831327,17/07/2022,100m,outdoor,10.87,seconds,2,Semi-finals,WC,Eugene OR,1,-0.2
1128769,126941,2831289,17/07/2022,100m,outdoor,10.93,seconds,7,Finals,WC,Eugene OR,1,0.8
1128769,134418,2988578,23/08/2023,200m,outdoor,22.26,seconds,2,Heats,WC,Budapest,1,-0.7
1128769,134418,2988306,21/08/2023,100m,outdoor,10.81,seconds,4,Finals,WC,Budapest,1,-0.2
1128769,134418,2988784,25/08/2023,200m,outdoor,22.64,seconds,8,Finals,WC,Budapest,1,0.1
1128769,134418,2988736,24/08/2023,200m,outdoor,22.26,seconds,3,Semi-finals,WC,Budapest,1,-0.2
1128769,134418,2988146,21/08/2023,100m,outdoor,10.79,seconds,1,Semi-finals,WC,Budapest,1,-0.4
1139387,112541,2688364,05/08/2021,Heptathlon,outdoor,6310,points,11,Finals,OG,Tokyo,1,NULL
1139387,81430,2436263,02/10/2019,Shot Put,outdoor,14.21,metres,NULL,Heats,WC,Doha,1,NULL
1139387,112541,2659081,04/08/2021,200m,outdoor,24.55,seconds,NULL,Heats,OG,Tokyo,1,1.5
1139387,81430,2462393,02/10/2019,200m,outdoor,23.96,seconds,NULL,Heats,WC,Doha,1,1
1139387,112541,2659129,05/08/2021,Long Jump,outdoor,6.12,metres,NULL,Heats,OG,Tokyo,1,1.3
1139387,112541,2659099,04/08/2021,Shot Put,outdoor,13.59,metres,NULL,Heats,OG,Tokyo,1,NULL
1139387,112541,2659227,05/08/2021,800m,outdoor,127.92,seconds,NULL,Heats,OG,Tokyo,1,NULL
1139387,112541,2659230,05/08/2021,Javelin Throw,outdoor,44.95,metres,NULL,Heats,OG,Tokyo,1,NULL
1139387,81430,1040779,02/10/2019,200m,outdoor,23.96,seconds,4,Heats,WC,Doha,1,1
1139387,81430,2423087,02/10/2019,100m Hurdles,outdoor,13.25,seconds,NULL,Heats,WC,Doha,1,0.6
1139387,81430,2425470,03/10/2019,Long Jump,outdoor,6.36,metres,NULL,Heats,WC,Doha,1,0.4
1139387,112541,2658863,04/08/2021,100m Hurdles,outdoor,13.65,seconds,NULL,Heats,OG,Tokyo,1,0.3
1139387,112541,2658990,04/08/2021,High Jump,outdoor,1.77,metres,NULL,Heats,OG,Tokyo,1,NULL
1139387,81430,2435104,04/10/2019,800m,outdoor,128.88,seconds,NULL,Heats,WC,Doha,1,NULL
1139387,81430,2429475,03/10/2019,Javelin Throw,outdoor,46.68,metres,NULL,Heats,WC,Doha,1,NULL
1139247,135095,3010894,01/03/2024,800m,indoor,132.99,seconds,NULL,Single race,WC,Glasgow,1,NULL
1139247,135095,3008755,01/03/2024,Shot Put,indoor,14.26,metres,NULL,Single race,WC,Glasgow,1,NULL
1139247,135095,3002905,01/03/2024,High Jump,indoor,1.79,metres,NULL,Single race,WC,Glasgow,1,NULL
1139247,135095,3015919,01/03/2024,60m Hurdles,indoor,8.27,seconds,NULL,Single race,WC,Glasgow,1,NULL
1139247,135095,3015747,01/03/2024,Long Jump,indoor,6.5,metres,NULL,Single race,WC,Glasgow,1,NULL
1139247,142291,3148289,08/08/2024,200m,outdoor,23.86,seconds,NULL,Heats,OG,Paris,1,0.4
1139247,142291,3148294,08/08/2024,Shot Put,outdoor,14.57,metres,NULL,Heats,OG,Paris,1,NULL
1139247,142291,3148386,08/08/2024,100m Hurdles,outdoor,13.1,seconds,NULL,Heats,OG,Paris,1,-0.1
1139247,142291,3148497,09/08/2024,800m,outdoor,126.38,seconds,NULL,Heats,OG,Paris,1,NULL
1139247,142291,3148510,09/08/2024,Javelin Throw,outdoor,45,metres,NULL,Heats,OG,Paris,1,NULL
1143266,81430,2391412,30/09/2019,200m,outdoor,20.28,seconds,4,Semi-finals,WC,Doha,1,-0.3
1143266,81430,2390589,30/09/2019,200m,outdoor,20.23,seconds,1,Heats,WC,Doha,1,0.2
1143266,135095,3029961,01/03/2024,400m,indoor,47.04,seconds,4,Heats,WC,Glasgow,1,NULL
1143266,135095,3030737,01/03/2024,400m,indoor,46.64,seconds,4,Semi-finals,WC,Glasgow,1,NULL
1143266,134418,2988101,20/08/2023,400m,outdoor,45.15,seconds,3,Heats,WC,Budapest,1,NULL
1143266,134418,2988498,22/08/2023,400m,outdoor,44.76,seconds,4,Semi-finals,WC,Budapest,1,NULL
1143204,81430,2418066,05/10/2019,20km Walk,outdoor,5393,seconds,9,Finals,WC,Doha,1,NULL
1143191,112541,2658146,31/07/2021,800m,outdoor,122.14,seconds,8,Semi-finals,OG,Tokyo,1,NULL
1143191,126941,2830601,16/07/2022,1500m,outdoor,245.85,seconds,7,Semi-finals,WC,Eugene OR,1,NULL
1143191,81430,2439559,27/09/2019,800m,outdoor,121.45,seconds,2,Heats,WC,Doha,1,NULL
1143191,112541,2658025,30/07/2021,800m,outdoor,120.99,seconds,5,Heats,OG,Tokyo,1,NULL
1143191,126941,2830557,15/07/2022,1500m,outdoor,243.53,seconds,5,Heats,WC,Eugene OR,1,NULL
1143191,81430,2464262,28/09/2019,800m,outdoor,121.77,seconds,7,Semi-finals,WC,Doha,1,NULL
1142922,126941,2831753,19/07/2022,400m Hurdles,outdoor,56.4,seconds,6,Heats,WC,Eugene OR,1,NULL
1142922,142291,3147160,04/08/2024,400m Hurdles,outdoor,56.29,seconds,6,Heats,OG,Paris,1,NULL
1142922,142291,3147536,05/08/2024,400m Hurdles,outdoor,55.94,seconds,4,Quarter-finals,OG,Paris,1,NULL
1142922,135095,3009398,01/03/2024,400m,indoor,54.62,seconds,6,Heats,WC,Glasgow,1,NULL
1142830,134418,2988011,19/08/2023,Hammer Throw,outdoor,72.91,metres,18,Quarter-finals,WC,Budapest,1,NULL
1142830,112541,2659050,04/08/2021,Hammer Throw,outdoor,75.24,metres,12,Finals,OG,Tokyo,1,NULL
1142830,81430,2449235,01/10/2019,Hammer Throw,outdoor,74.28,metres,16,Quarter-finals,WC,Doha,1,NULL
1142830,142291,3146971,02/08/2024,Hammer Throw,outdoor,73.46,metres,18,Quarter-finals,OG,Paris,1,NULL
1142830,126941,2830350,15/07/2022,Hammer Throw,outdoor,74.17,metres,15,Quarter-finals,WC,Eugene OR,1,NULL
1142830,112541,2658209,02/08/2021,Hammer Throw,outdoor,75.94,metres,10,Quarter-finals,OG,Tokyo,1,NULL
1142731,81430,2439559,27/09/2019,800m,outdoor,121.64,seconds,4,Heats,WC,Doha,1,NULL
1142731,112541,2658025,30/07/2021,800m,outdoor,122.45,seconds,5,Heats,OG,Tokyo,1,NULL
