AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind,AthleteName,AthleteGender,Nationality
1057258,126941,2831667,18/07/2022,Discus Throw,outdoor,61.41,metres,11.0,Quarter-finals,WC,Eugene OR,1,,Liliana Cá,W         ,POR
1057258,126941,2831930,20/07/2022,Discus Throw,outdoor,63.99,metres,6.0,Finals,WC,Eugene OR,1,,Liliana Cá,W         ,POR
1057258,112541,2658956,02/08/2021,Discus Throw,outdoor,63.93,metres,5.0,Finals,OG,Tokyo,1,,Liliana Cá,W         ,POR
1057258,142291,3146999,02/08/2024,Discus Throw,outdoor,62.43,metres,14.0,Quarter-finals,OG,Paris,1,,Liliana Cá,W         ,POR
1057258,81430,2383973,02/10/2019,Discus Throw,outdoor,54.31,metres,26.0,Quarter-finals,WC,Doha,1,,Liliana Cá,W         ,POR
1057258,112541,2658100,31/07/2021,Discus Throw,outdoor,62.85,metres,8.0,Quarter-finals,OG,Tokyo,1,,Liliana Cá,W         ,POR
1054451,81430,2422905,29/09/2019,Pole Vault,outdoor,4.5,metres,13.0,Finals,WC,Doha,1,,Nikoléta Kiriakopoúlou,W         ,GRE
1054451,126941,2830565,15/07/2022,Pole Vault,outdoor,4.35,metres,24.0,Quarter-finals,WC,Eugene OR,1,,Nikoléta Kiriakopoúlou,W         ,GRE
1054451,112541,2659011,02/08/2021,Pole Vault,outdoor,4.55,metres,1.0,Quarter-finals,OG,Tokyo,1,,Nikoléta Kiriakopoúlou,W         ,GRE
1054451,112541,2659267,05/08/2021,Pole Vault,outdoor,4.5,metres,8.0,Finals,OG,Tokyo,1,,Nikoléta Kiriakopoúlou,W         ,GRE
1054451,81430,2467189,27/09/2019,Pole Vault,outdoor,4.6,metres,8.0,Quarter-finals,WC,Doha,1,,Nikoléta Kiriakopoúlou,W         ,GRE
1021763,112541,2657707,30/07/2021,Discus Throw,outdoor,54.69,metres,30.0,Quarter-finals,OG,Tokyo,1,,Lois Maikel Martínez,M         ,ESP
1071542,134418,2988022,19/08/2023,Shot Put,outdoor,20.01,metres,19.0,Quarter-finals,WC,Budapest,1,,Asmir Kolašinac,M         ,SRB
1071434,123073,2753553,18/03/2022,400m,indoor,53.62,seconds,6.0,Heats,WC,Beograd,1,,Iríni Vasilíou,W         ,GRE
1071434,112541,2658981,03/08/2021,400m,outdoor,53.16,seconds,5.0,Heats,OG,Tokyo,1,,Iríni Vasilíou,W         ,GRE
1071434,81430,2379430,30/09/2019,400m,outdoor,52.31,seconds,7.0,Heats,WC,Doha,1,,Iríni Vasilíou,W         ,GRE
1070088,112541,2658099,30/07/2021,10000m,outdoor,1673.58,seconds,10.0,Finals,OG,Tokyo,1,,Morhad Amdouni,M         ,FRA
1065553,81430,2457588,01/10/2019,400m Hurdles,outdoor,56.0,seconds,5.0,Heats,WC,Doha,1,,Lauren Boden,W         ,AUS
1065553,81430,2418099,02/10/2019,400m Hurdles,outdoor,55.94,seconds,8.0,Semi-finals,WC,Doha,1,,Lauren Boden,W         ,AUS
1064216,112541,2658144,01/08/2021,Long Jump,outdoor,6.43,metres,18.0,Quarter-finals,OG,Tokyo,1,-0.3,Eliane Martins,W         ,BRA
1054390,81430,2411836,30/09/2019,Javelin Throw,outdoor,59.95,metres,18.0,Quarter-finals,WC,Doha,1,,Madara Palameika,W         ,LAT
1054390,112541,2659020,03/08/2021,Javelin Throw,outdoor,60.94,metres,12.0,Quarter-finals,OG,Tokyo,1,,Madara Palameika,W         ,LAT
1054390,112541,2659340,06/08/2021,Javelin Throw,outdoor,58.7,metres,11.0,Finals,OG,Tokyo,1,,Madara Palameika,W         ,LAT
1054390,126941,2831931,20/07/2022,Javelin Throw,outdoor,58.61,metres,13.0,Quarter-finals,WC,Eugene OR,1,,Madara Palameika,W         ,LAT
1053623,81430,2434389,27/09/2019,Hammer Throw,outdoor,65.31,metres,30.0,Quarter-finals,WC,Doha,1,,Iryna Novozhylova,W         ,UKR
1053623,112541,2658139,01/08/2021,Hammer Throw,outdoor,59.85,metres,30.0,Quarter-finals,OG,Tokyo,1,,Iryna Novozhylova,W         ,UKR
1053203,81430,2394239,28/09/2019,10000m,outdoor,1865.4,seconds,7.0,Finals,WC,Doha,1,,Susan Krumins,W         ,NED
1051360,81430,2422905,29/09/2019,Pole Vault,outdoor,4.5,metres,17.0,Finals,WC,Doha,1,,Lisa Ryzih,W         ,GER
1051360,81430,2467189,27/09/2019,Pole Vault,outdoor,4.6,metres,14.0,Quarter-finals,WC,Doha,1,,Lisa Ryzih,W         ,GER
1049362,112541,2657707,30/07/2021,Discus Throw,outdoor,58.98,metres,26.0,Quarter-finals,OG,Tokyo,1,,Ehsan Hadadi,M         ,IRI
1049362,81430,2396815,28/09/2019,Discus Throw,outdoor,64.84,metres,5.0,Quarter-finals,WC,Doha,1,,Ehsan Hadadi,M         ,IRI
1049362,81430,2409584,30/09/2019,Discus Throw,outdoor,65.16,metres,7.0,Finals,WC,Doha,1,,Ehsan Hadadi,M         ,IRI
1047524,81430,2383973,02/10/2019,Discus Throw,outdoor,62.93,metres,8.0,Quarter-finals,WC,Doha,1,,Nadine Müller,W         ,GER
1047524,81430,2467457,04/10/2019,Discus Throw,outdoor,61.55,metres,8.0,Finals,WC,Doha,1,,Nadine Müller,W         ,GER
1270413,142291,3147127,03/08/2024,Javelin Throw,outdoor,63.72,metres,,,OG,Paris,1,,Sven Roosen,M         ,NED
1105173,81430,2406490,03/10/2019,Javelin Throw,outdoor,63.67,metres,,,WC,Doha,1,,Thomas Van Der Plaetsen,M         ,BEL
1064216,81430,2465911,05/10/2019,Long Jump,outdoor,6.5,metres,15.0,Quarter-finals,WC,Doha,1,0.2,Eliane Martins,W         ,BRA
1064216,142291,3147791,06/08/2024,Long Jump,outdoor,6.36,metres,23.0,Quarter-finals,OG,Paris,1,-0.3,Eliane Martins,W         ,BRA
1064216,126941,2832182,23/07/2022,Long Jump,outdoor,6.33,metres,21.0,Quarter-finals,WC,Eugene OR,1,0.7,Eliane Martins,W         ,BRA
1064216,135095,3022060,03/03/2024,Long Jump,indoor,6.29,metres,14.0,Finals,WC,Glasgow,1,,Eliane Martins,W         ,BRA
1064216,134418,2988007,19/08/2023,Long Jump,outdoor,6.38,metres,26.0,Quarter-finals,WC,Budapest,1,-1.0,Eliane Martins,W         ,BRA
1062893,81430,2439559,27/09/2019,800m,outdoor,123.57,seconds,4.0,Heats,WC,Doha,1,,Lynsey Sharp,W         ,GBR
1061960,81430,2399920,02/10/2019,110m Hurdles,outdoor,13.48,seconds,3.0,Semi-finals,WC,Doha,1,1.1,Dimitri Bascou,M         ,FRA
1061960,81430,2376415,30/09/2019,110m Hurdles,outdoor,13.53,seconds,6.0,Heats,WC,Doha,1,0.4,Dimitri Bascou,M         ,FRA
1061450,126941,2830552,16/07/2022,400m Hurdles,outdoor,52.43,seconds,8.0,Heats,WC,Eugene OR,1,,Mahau Suguimati,M         ,BRA
1059341,112541,2659095,05/08/2021,High Jump,outdoor,1.93,metres,15.0,Quarter-finals,OG,Tokyo,1,,Erika Kinsey,W         ,SWE
1059341,81430,2455207,27/09/2019,High Jump,outdoor,1.85,metres,18.0,Quarter-finals,WC,Doha,1,,Erika Kinsey,W         ,SWE
1055383,81430,2464262,28/09/2019,800m,outdoor,121.3,seconds,6.0,Semi-finals,WC,Doha,1,,Halima Hachlaf,W         ,MAR
1055383,81430,2439559,27/09/2019,800m,outdoor,121.5,seconds,3.0,Heats,WC,Doha,1,,Halima Hachlaf,W         ,MAR
1051765,81430,2422905,29/09/2019,Pole Vault,outdoor,4.85,metres,3.0,Finals,WC,Doha,1,,Ekateríni Stefanídi,W         ,GRE
1051765,126941,2830565,15/07/2022,Pole Vault,outdoor,4.5,metres,1.0,Quarter-finals,WC,Eugene OR,1,,Ekateríni Stefanídi,W         ,GRE
1051765,112541,2659267,05/08/2021,Pole Vault,outdoor,4.8,metres,4.0,Finals,OG,Tokyo,1,,Ekateríni Stefanídi,W         ,GRE
1051765,142291,3147278,05/08/2024,Pole Vault,outdoor,4.55,metres,9.0,Quarter-finals,OG,Paris,1,,Ekateríni Stefanídi,W         ,GRE
1051765,112541,2659011,02/08/2021,Pole Vault,outdoor,4.55,metres,8.0,Quarter-finals,OG,Tokyo,1,,Ekateríni Stefanídi,W         ,GRE
1051765,126941,2831341,17/07/2022,Pole Vault,outdoor,4.7,metres,5.0,Finals,WC,Eugene OR,1,,Ekateríni Stefanídi,W         ,GRE
1051765,142291,3148033,07/08/2024,Pole Vault,outdoor,4.7,metres,9.0,Finals,OG,Paris,1,,Ekateríni Stefanídi,W         ,GRE
1010058,81430,2383973,02/10/2019,Discus Throw,outdoor,54.68,metres,25.0,Quarter-finals,WC,Doha,1,,Nataliya Semenova,W         ,UKR
1010058,112541,2658100,31/07/2021,Discus Throw,outdoor,54.28,metres,31.0,Quarter-finals,OG,Tokyo,1,,Nataliya Semenova,W         ,UKR
1042519,81430,2410062,02/10/2019,200m,outdoor,22.77,seconds,7.0,Finals,WC,Doha,1,0.9,Ivet Lalova-Collio,W         ,BUL
1042519,81430,2406300,01/10/2019,200m,outdoor,22.58,seconds,3.0,Semi-finals,WC,Doha,1,0.4,Ivet Lalova-Collio,W         ,BUL
1042519,112541,2658179,02/08/2021,200m,outdoor,23.39,seconds,5.0,Heats,OG,Tokyo,1,-0.3,Ivet Lalova-Collio,W         ,BUL
1042519,81430,2419934,30/09/2019,200m,outdoor,22.79,seconds,1.0,Heats,WC,Doha,1,0.2,Ivet Lalova-Collio,W         ,BUL
1040562,112541,2659019,03/08/2021,1500m,outdoor,216.88,seconds,7.0,Heats,OG,Tokyo,1,,Nick Willis,M         ,NZL
1040562,112541,2659254,05/08/2021,1500m,outdoor,215.41,seconds,9.0,Semi-finals,OG,Tokyo,1,,Nick Willis,M         ,NZL
1040480,112541,2658973,03/08/2021,Triple Jump,outdoor,15.39,metres,27.0,Quarter-finals,OG,Tokyo,1,-0.5,Nelson Évora,M         ,POR
1040480,81430,2441365,27/09/2019,Triple Jump,outdoor,16.8,metres,15.0,Quarter-finals,WC,Doha,1,0.3,Nelson Évora,M         ,POR
1038756,81430,2465497,27/09/2019,Long Jump,outdoor,7.37,metres,26.0,Quarter-finals,WC,Doha,1,-0.4,Yahya Berrabah,M         ,MAR
1034110,112541,2659095,05/08/2021,High Jump,outdoor,1.86,metres,22.0,Quarter-finals,OG,Tokyo,1,,Levern Spencer,W         ,LCA
1034110,81430,2455207,27/09/2019,High Jump,outdoor,1.92,metres,13.0,Quarter-finals,WC,Doha,1,,Levern Spencer,W         ,LCA
1051765,135095,3004414,02/03/2024,Pole Vault,indoor,4.55,metres,7.0,Finals,WC,Glasgow,1,,Ekateríni Stefanídi,W         ,GRE
1051765,81430,2467189,27/09/2019,Pole Vault,outdoor,4.6,metres,1.0,Quarter-finals,WC,Doha,1,,Ekateríni Stefanídi,W         ,GRE
1049991,81430,2465911,05/10/2019,Long Jump,outdoor,6.43,metres,24.0,Quarter-finals,WC,Doha,1,1.0,Yelena Sokolova,W         ,RUS
1046090,81430,2392042,30/09/2019,High Jump,outdoor,1.89,metres,12.0,Finals,WC,Doha,1,,Svetlana Radzivil,W         ,UZB
1046090,81430,2455207,27/09/2019,High Jump,outdoor,1.94,metres,8.0,Quarter-finals,WC,Doha,1,,Svetlana Radzivil,W         ,UZB
1046090,112541,2659095,05/08/2021,High Jump,outdoor,1.9,metres,20.0,Quarter-finals,OG,Tokyo,1,,Svetlana Radzivil,W         ,UZB
1046090,123073,2753812,19/03/2022,High Jump,indoor,1.84,metres,10.0,Finals,WC,Beograd,1,,Svetlana Radzivil,W         ,UZB
1037272,112541,2658981,03/08/2021,400m,outdoor,50.84,seconds,1.0,Heats,OG,Tokyo,1,,Allyson Felix,W         ,USA
1037272,112541,2659092,04/08/2021,400m,outdoor,49.89,seconds,2.0,Semi-finals,OG,Tokyo,1,,Allyson Felix,W         ,USA
1037272,112541,2659312,06/08/2021,400m,outdoor,49.46,seconds,3.0,Finals,OG,Tokyo,1,,Allyson Felix,W         ,USA
1035133,81430,2417126,03/10/2019,Shot Put,outdoor,18.41,metres,9.0,Finals,WC,Doha,1,,Michelle Carter,W         ,USA
1035133,81430,2409000,02/10/2019,Shot Put,outdoor,18.85,metres,4.0,Quarter-finals,WC,Doha,1,,Michelle Carter,W         ,USA
1033990,112541,2658100,31/07/2021,Discus Throw,outdoor,60.57,metres,16.0,Quarter-finals,OG,Tokyo,1,,Seema Punia,W         ,IND
1032277,81430,2372790,03/10/2019,Triple Jump,outdoor,13.58,metres,23.0,Quarter-finals,WC,Doha,1,0.1,Patricia Sarrapio,W         ,ESP
1028682,81430,2372790,03/10/2019,Triple Jump,outdoor,14.32,metres,2.0,Quarter-finals,WC,Doha,1,0.5,Caterine Ibargüen,W         ,COL
1028682,112541,2658098,30/07/2021,Triple Jump,outdoor,14.37,metres,7.0,Quarter-finals,OG,Tokyo,1,0.9,Caterine Ibargüen,W         ,COL
1028682,112541,2658225,01/08/2021,Triple Jump,outdoor,14.25,metres,10.0,Finals,OG,Tokyo,1,0.7,Caterine Ibargüen,W         ,COL
1028682,81430,2446599,05/10/2019,Triple Jump,outdoor,14.73,metres,3.0,Finals,WC,Doha,1,0.5,Caterine Ibargüen,W         ,COL
1000130,112541,2658209,02/08/2021,Hammer Throw,outdoor,74.57,metres,18.0,Quarter-finals,OG,Tokyo,1,,Ivan Tikhon,M         ,BLR
1351797,142291,3147765,06/08/2024,400m,outdoor,44.43,seconds,3.0,Semi-finals,OG,Paris,1,,Collen Kebinatshipi,M         ,BOT
1350244,134418,2988075,20/08/2023,10000m,outdoor,1730.62,seconds,19.0,Finals,WC,Budapest,1,,Merhawi Mebrahtu,M         ,ERI
1350244,142291,3147079,02/08/2024,10000m,outdoor,1644.25,seconds,15.0,Finals,OG,Paris,1,,Merhawi Mebrahtu,M         ,ERI
1350244,126941,2832066,21/07/2022,5000m,outdoor,804.89,seconds,10.0,Heats,WC,Eugene OR,1,,Merhawi Mebrahtu,M         ,ERI
1349769,142291,3147505,04/08/2024,800m,outdoor,119.64,seconds,8.0,Semi-finals,OG,Paris,1,,Vivian Chebet,W         ,KEN
1349769,142291,3146986,02/08/2024,800m,outdoor,119.9,seconds,5.0,Heats,OG,Paris,1,,Vivian Chebet,W         ,KEN
1349769,142291,3147087,03/08/2024,800m,outdoor,119.31,seconds,2.0,Quarter-finals,OG,Paris,1,,Vivian Chebet,W         ,KEN
1349769,134418,2988611,23/08/2023,800m,outdoor,121.26,seconds,4.0,Heats,WC,Budapest,1,,Vivian Chebet,W         ,KEN
1349769,135095,3024185,01/03/2024,800m,indoor,120.86,seconds,3.0,Heats,WC,Glasgow,1,,Vivian Chebet,W         ,KEN
1349769,135095,3025225,03/03/2024,800m,indoor,123.76,seconds,4.0,Finals,WC,Glasgow,1,,Vivian Chebet,W         ,KEN
1349769,135095,3034253,02/03/2024,800m,indoor,119.65,seconds,3.0,Semi-finals,WC,Glasgow,1,,Vivian Chebet,W         ,KEN
1348739,142291,3147517,05/08/2024,200m,outdoor,20.54,seconds,6.0,Heats,OG,Paris,1,0.1,Cheickna Traore,M         ,CIV
1328417,134418,2988080,20/08/2023,400m Hurdles,outdoor,49.92,seconds,6.0,Heats,WC,Budapest,1,,Ismail Nezir,M         ,TUR
1327642,142291,3148108,07/08/2024,800m,outdoor,105.81,seconds,3.0,Heats,OG,Paris,1,,Peyton Craig,M         ,AUS
1327642,142291,3148496,09/08/2024,800m,outdoor,104.11,seconds,6.0,Semi-finals,OG,Paris,1,,Peyton Craig,M         ,AUS
1327498,142291,3147928,06/08/2024,3000m Steeplechase,outdoor,540.83,seconds,5.0,Finals,OG,Paris,1,,Sembo Almayew,W         ,ETH
1327498,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,559.6,seconds,2.0,Heats,WC,Budapest,1,,Sembo Almayew,W         ,ETH
1327498,134418,2989249,27/08/2023,3000m Steeplechase,outdoor,558.25,seconds,13.0,Finals,WC,Budapest,1,,Sembo Almayew,W         ,ETH
1327498,142291,3147153,04/08/2024,3000m Steeplechase,outdoor,555.42,seconds,2.0,Heats,OG,Paris,1,,Sembo Almayew,W         ,ETH
1327498,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,561.1,seconds,5.0,Heats,WC,Eugene OR,1,,Sembo Almayew,W         ,ETH
1324843,134418,2988002,19/08/2023,3000m Steeplechase,outdoor,518.59,seconds,11.0,Heats,WC,Budapest,1,,Seiya Sunada,M         ,JPN
1324224,134418,2988101,20/08/2023,400m,outdoor,45.15,seconds,3.0,Heats,WC,Budapest,1,,Yuki Joseph Nakajima,M         ,JPN
1324224,134418,2988498,22/08/2023,400m,outdoor,45.04,seconds,3.0,Semi-finals,WC,Budapest,1,,Yuki Joseph Nakajima,M         ,JPN
1324224,142291,3147524,04/08/2024,400m,outdoor,45.37,seconds,6.0,Heats,OG,Paris,1,,Yuki Joseph Nakajima,M         ,JPN
1323271,126941,2831950,20/07/2022,5000m,outdoor,1001.32,seconds,16.0,Heats,WC,Eugene OR,1,,Edymar Brea,W         ,VEN
1308779,142291,3148664,10/08/2024,High Jump,outdoor,2.17,metres,12.0,Finals,OG,Paris,1,,Brian Raats,M         ,RSA
1308779,142291,3148218,07/08/2024,High Jump,outdoor,2.24,metres,9.0,Quarter-finals,OG,Paris,1,,Brian Raats,M         ,RSA
1308712,123073,2753842,19/03/2022,800m,indoor,106.35,seconds,2.0,Finals,WC,Beograd,1,,Noah Kibet,M         ,KEN
1308712,135095,3010171,01/03/2024,800m,indoor,106.9,seconds,3.0,Heats,WC,Glasgow,1,,Noah Kibet,M         ,KEN
1308712,126941,2832016,20/07/2022,800m,outdoor,105.41,seconds,5.0,Heats,WC,Eugene OR,1,,Noah Kibet,M         ,KEN
1308712,126941,2832085,21/07/2022,800m,outdoor,107.15,seconds,8.0,Semi-finals,WC,Eugene OR,1,,Noah Kibet,M         ,KEN
1308712,123073,2753704,18/03/2022,800m,indoor,108.31,seconds,1.0,Heats,WC,Beograd,1,,Noah Kibet,M         ,KEN
1308196,142291,3147057,02/08/2024,Triple Jump,outdoor,13.74,metres,23.0,Quarter-finals,OG,Paris,1,-0.4,Sharifa Davronova,W         ,UZB
1308196,134418,2988573,23/08/2023,Triple Jump,outdoor,13.66,metres,24.0,Quarter-finals,WC,Budapest,1,0.0,Sharifa Davronova,W         ,UZB
1304670,142291,3147491,05/08/2024,3000m Steeplechase,outdoor,507.97,seconds,9.0,Heats,OG,Paris,1,,Ruben Querinjean,M         ,
1297468,142291,3147912,06/08/2024,Long Jump,outdoor,8.34,metres,3.0,Finals,OG,Paris,1,-1.0,Mattia Furlani,M         ,ITA
1297468,142291,3147161,04/08/2024,Long Jump,outdoor,8.01,metres,6.0,Quarter-finals,OG,Paris,1,0.1,Mattia Furlani,M         ,ITA
1297468,134418,2988597,23/08/2023,Long Jump,outdoor,7.85,metres,18.0,Quarter-finals,WC,Budapest,1,-0.1,Mattia Furlani,M         ,ITA
1297468,135095,3004411,02/03/2024,Long Jump,indoor,8.22,metres,2.0,Finals,WC,Glasgow,1,,Mattia Furlani,M         ,ITA
1296765,142291,3147155,04/08/2024,Hammer Throw,outdoor,76.03,metres,10.0,Finals,OG,Paris,1,,Merlin Hummel,M         ,GER
1296765,142291,3146971,02/08/2024,Hammer Throw,outdoor,75.25,metres,12.0,Quarter-finals,OG,Paris,1,,Merlin Hummel,M         ,GER
1296498,126941,2831666,18/07/2022,200m,outdoor,23.46,seconds,7.0,Heats,WC,Eugene OR,1,0.4,Shirley Nekhubui,W         ,RSA
1296156,135095,3029961,01/03/2024,400m,indoor,47.92,seconds,5.0,Heats,WC,Glasgow,1,,Tomas Kersulis,M         ,LTU
1295395,142291,3148425,08/08/2024,800m,outdoor,106.81,seconds,6.0,Quarter-finals,OG,Paris,1,,Dennick Luke,M         ,DMA
1295395,142291,3148108,07/08/2024,800m,outdoor,107.54,seconds,8.0,Heats,OG,Paris,1,,Dennick Luke,M         ,DMA
1295395,112541,2658112,31/07/2021,800m,outdoor,114.3,seconds,8.0,Heats,OG,Tokyo,1,,Dennick Luke,M         ,DMA
1295218,126941,2831748,19/07/2022,200m,outdoor,20.72,seconds,7.0,Semi-finals,WC,Eugene OR,1,0.3,Calab Law,M         ,AUS
1295218,126941,2831654,18/07/2022,200m,outdoor,20.5,seconds,3.0,Heats,WC,Eugene OR,1,1.0,Calab Law,M         ,AUS
1295218,142291,3147517,05/08/2024,200m,outdoor,20.75,seconds,7.0,Heats,OG,Paris,1,0.1,Calab Law,M         ,AUS
1293847,142291,3147918,06/08/2024,400m Hurdles,outdoor,53.8,seconds,4.0,Semi-finals,OG,Paris,1,,Savannah Sutherland,W         ,CAN
1293847,142291,3147160,04/08/2024,400m Hurdles,outdoor,54.8,seconds,3.0,Heats,OG,Paris,1,,Savannah Sutherland,W         ,CAN
1293847,142291,3148400,08/08/2024,400m Hurdles,outdoor,53.88,seconds,7.0,Finals,OG,Paris,1,,Savannah Sutherland,W         ,CAN
1293847,134418,2988421,22/08/2023,400m Hurdles,outdoor,54.99,seconds,6.0,Semi-finals,WC,Budapest,1,,Savannah Sutherland,W         ,CAN
1293847,134418,2988228,21/08/2023,400m Hurdles,outdoor,55.85,seconds,4.0,Heats,WC,Budapest,1,,Savannah Sutherland,W         ,CAN
1293539,81430,2462562,27/09/2019,100m,outdoor,10.98,seconds,4.0,Single race,WC,Doha,1,0.3,Rossene Mpingo,M         ,COD
1293322,142291,3147161,04/08/2024,Long Jump,outdoor,7.9,metres,12.0,Quarter-finals,OG,Paris,1,0.3,Simon Batz,M         ,GER
1293322,142291,3147912,06/08/2024,Long Jump,outdoor,8.07,metres,6.0,Finals,OG,Paris,1,0.1,Simon Batz,M         ,GER
1293322,135095,3004411,02/03/2024,Long Jump,indoor,8.06,metres,4.0,Finals,WC,Glasgow,1,,Simon Batz,M         ,GER
1289820,142291,3148108,07/08/2024,800m,outdoor,108.74,seconds,9.0,Heats,OG,Paris,1,,Abraham Guem,M         ,SSD
1289820,123073,2753769,19/03/2022,1500m,indoor,228.82,seconds,7.0,Heats,WC,Beograd,1,,Abraham Guem,M         ,SSD
1289820,134418,2988001,19/08/2023,1500m,outdoor,217.85,seconds,9.0,Heats,WC,Budapest,1,,Abraham Guem,M         ,SSD
1289820,142291,3148425,08/08/2024,800m,outdoor,109.45,seconds,8.0,Quarter-finals,OG,Paris,1,,Abraham Guem,M         ,SSD
1289820,126941,2830575,16/07/2022,1500m,outdoor,223.47,seconds,14.0,Heats,WC,Eugene OR,1,,Abraham Guem,M         ,SSD
1289820,112541,2659019,03/08/2021,1500m,outdoor,220.86,seconds,13.0,Heats,OG,Tokyo,1,,Abraham Guem,M         ,SSD
1288942,134418,2988487,22/08/2023,800m,outdoor,110.36,seconds,7.0,Heats,WC,Budapest,1,,Krishan Kumar,M         ,IND
1288257,142291,3147269,05/08/2024,400m Hurdles,outdoor,48.58,seconds,5.0,Heats,OG,Paris,1,,Wiseman Mukhobe,M         ,KEN
1288257,134418,2988080,20/08/2023,400m Hurdles,outdoor,49.1,seconds,4.0,Heats,WC,Budapest,1,,Wiseman Mukhobe,M         ,KEN
1288257,134418,2988551,21/08/2023,400m Hurdles,outdoor,49.4,seconds,6.0,Semi-finals,WC,Budapest,1,,Wiseman Mukhobe,M         ,KEN
1288257,142291,3148213,07/08/2024,400m Hurdles,outdoor,49.22,seconds,5.0,Semi-finals,OG,Paris,1,,Wiseman Mukhobe,M         ,KEN
1287833,142291,3147778,06/08/2024,200m,outdoor,20.88,seconds,4.0,Quarter-finals,OG,Paris,1,0.0,Blessing Afrifa,M         ,ISR
1287833,142291,3147517,05/08/2024,200m,outdoor,20.78,seconds,5.0,Heats,OG,Paris,1,0.1,Blessing Afrifa,M         ,ISR
1287833,134418,2988613,23/08/2023,200m,outdoor,20.73,seconds,5.0,Heats,WC,Budapest,1,-1.4,Blessing Afrifa,M         ,ISR
1287262,134418,2988098,20/08/2023,100m,outdoor,11.43,seconds,5.0,Heats,WC,Budapest,1,0.9,Bree Masters,W         ,AUS
1287262,142291,3146954,02/08/2024,100m,outdoor,11.26,seconds,3.0,Heats,OG,Paris,1,0.1,Bree Masters,W         ,AUS
1287262,126941,2830548,16/07/2022,100m,outdoor,11.29,seconds,4.0,Heats,WC,Eugene OR,1,-0.1,Bree Masters,W         ,AUS
1287262,142291,3147114,03/08/2024,100m,outdoor,11.34,seconds,7.0,Semi-finals,OG,Paris,1,-0.1,Bree Masters,W         ,AUS
1287162,142291,3147114,03/08/2024,100m,outdoor,11.35,seconds,8.0,Semi-finals,OG,Paris,1,0.2,Karolína Maňasová,W         ,CZE
1287162,142291,3146954,02/08/2024,100m,outdoor,11.11,seconds,4.0,Heats,OG,Paris,1,1.5,Karolína Maňasová,W         ,CZE
1286718,142291,3148215,07/08/2024,Triple Jump,outdoor,17.16,metres,3.0,Quarter-finals,OG,Paris,1,0.2,Salif Mane,M         ,USA
1286718,142291,3148594,09/08/2024,Triple Jump,outdoor,17.41,metres,6.0,Finals,OG,Paris,1,0.6,Salif Mane,M         ,USA
1286562,142291,3148218,07/08/2024,High Jump,outdoor,2.2,metres,23.0,Quarter-finals,OG,Paris,1,,Yual Reath,M         ,AUS
1286562,126941,2830457,15/07/2022,High Jump,outdoor,2.17,metres,26.0,Quarter-finals,WC,Eugene OR,1,,Yual Reath,M         ,AUS
1284998,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,583.83,seconds,10.0,Heats,OG,Tokyo,1,,Yuno Yamanaka,W         ,JPN
1284998,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,618.18,seconds,14.0,Heats,WC,Eugene OR,1,,Yuno Yamanaka,W         ,JPN
1283805,134418,2988815,26/08/2023,Shot Put,outdoor,16.93,metres,26.0,Quarter-finals,WC,Budapest,1,,Jalani Davis,W         ,USA
1283721,142291,3147124,03/08/2024,100m,outdoor,10.38,seconds,7.0,Heats,OG,Paris,1,-0.2,Naquille Harris,M         ,SKN
1283721,142291,3147135,03/08/2024,100m,outdoor,10.33,seconds,1.0,Single race,OG,Paris,1,-0.4,Naquille Harris,M         ,SKN
1281682,135095,3029961,01/03/2024,400m,indoor,46.99,seconds,3.0,Heats,WC,Glasgow,1,,Omar Elkhatib,M         ,POR
1281682,135095,3030737,01/03/2024,400m,indoor,47.78,seconds,6.0,Semi-finals,WC,Glasgow,1,,Omar Elkhatib,M         ,POR
1281240,112541,2658986,03/08/2021,110m Hurdles,outdoor,14.03,seconds,7.0,Heats,OG,Tokyo,1,-0.1,Jeremie Lararaudeuse,M         ,MRI
1281240,126941,2830561,16/07/2022,110m Hurdles,outdoor,14.19,seconds,8.0,Heats,WC,Eugene OR,1,-0.5,Jeremie Lararaudeuse,M         ,MRI
1279383,142291,3147491,05/08/2024,3000m Steeplechase,outdoor,499.44,seconds,7.0,Heats,OG,Paris,1,,Nahuel Carabaña,M         ,AND
1279383,134418,2988002,19/08/2023,3000m Steeplechase,outdoor,507.05,seconds,6.0,Heats,WC,Budapest,1,,Nahuel Carabaña,M         ,AND
1277360,126941,2830535,16/07/2022,10000m,outdoor,1817.77,seconds,8.0,Finals,WC,Eugene OR,1,,Bosena Mulate,W         ,ETH
1276552,142291,3146954,02/08/2024,100m,outdoor,11.33,seconds,6.0,Heats,OG,Paris,1,-0.2,Tima Seikeseye Godbless,W         ,NGR
1275749,134418,2988027,19/08/2023,Discus Throw,outdoor,58.76,metres,32.0,Quarter-finals,WC,Budapest,1,,Lucas Nervi,M         ,CHI
